wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;562;80;642;0.15;0.02;0.17;0;0;0;37;3;0;3539;701;2819;19;t00;2022-07-23
dolnoœl¹skie;36;7;43;0.12;0.02;0.15;0;0;0;1;0;0;184;45;139;0;t02;2022-07-23
kujawsko-pomorskie;18;4;22;0.09;0.02;0.11;0;0;0;0;1;0;77;22;55;0;t04;2022-07-23
lubelskie;33;3;36;0.16;0.01;0.17;0;0;0;0;0;0;202;39;162;1;t06;2022-07-23
lubuskie;23;2;25;0.23;0.02;0.25;0;0;0;0;1;0;56;26;29;1;t08;2022-07-23
³ódzkie;38;5;43;0.16;0.02;0.18;0;0;0;8;0;0;178;47;129;2;t10;2022-07-23
ma³opolskie;47;8;55;0.14;0.02;0.16;0;0;0;3;0;0;306;57;248;1;t12;2022-07-23
mazowieckie;89;16;105;0.16;0.03;0.19;0;0;0;6;1;0;772;117;653;2;t14;2022-07-23
opolskie;14;0;14;0.14;0;0.14;0;0;0;0;0;0;73;15;57;1;t16;2022-07-23
podkarpackie;22;3;25;0.10;0.01;0.12;0;0;0;0;0;0;170;26;142;2;t18;2022-07-23
podlaskie;13;1;14;0.11;0.01;0.12;0;0;0;4;0;0;45;14;31;0;t20;2022-07-23
pomorskie;31;4;35;0.13;0.02;0.15;0;0;0;3;0;0;185;40;143;2;t22;2022-07-23
œl¹skie;79;14;93;0.18;0.03;0.21;0;0;0;2;0;0;421;103;317;1;t24;2022-07-23
œwiêtokrzyskie;25;3;28;0.20;0.02;0.23;0;0;0;0;0;0;173;30;143;0;t26;2022-07-23
warmiñsko-mazurskie;13;2;15;0.09;0.01;0.11;0;0;0;0;0;0;80;16;64;0;t28;2022-07-23
wielkopolskie;33;4;37;0.09;0.01;0.11;0;0;0;5;0;0;226;43;182;1;t30;2022-07-23
zachodniopomorskie;19;2;21;0.11;0.01;0.12;0;0;0;5;0;0;132;24;108;0;t32;2022-07-23
