wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6047;1.58;453;117;336;9842;8863;142253;65711;6704;58306;701;t00;2021-05-06
dolnoœl¹skie;572;1.97;31;23;8;787;882;13292;5162;638;4468;56;t02;2021-05-06
kujawsko-pomorskie;308;1.49;23;1;22;560;388;6415;3003;321;2640;42;t04;2021-05-06
lubelskie;317;1.51;17;2;15;560;403;7413;3223;341;2845;37;t06;2021-05-06
lubuskie;175;1.73;19;7;12;250;198;3551;2065;198;1850;17;t08;2021-05-06
³ódzkie;528;2.16;48;8;40;758;697;9627;4996;572;4387;37;t10;2021-05-06
ma³opolskie;382;1.12;27;13;14;710;738;11946;4474;409;3994;71;t12;2021-05-06
mazowieckie;697;1.28;63;9;54;1220;1155;23141;9975;815;9054;106;t14;2021-05-06
opolskie;205;2.09;7;3;4;232;193;3936;1611;235;1364;12;t16;2021-05-06
podkarpackie;154;0.72;15;3;12;259;229;4355;3202;205;2969;28;t18;2021-05-06
podlaskie;128;1.09;8;1;7;246;158;2790;1372;136;1231;5;t20;2021-05-06
pomorskie;383;1.63;26;3;23;605;374;8105;3981;414;3518;49;t22;2021-05-06
œl¹skie;765;1.70;73;25;48;1383;1434;17890;6875;858;5918;99;t24;2021-05-06
œwiêtokrzyskie;124;1.01;26;1;25;241;234;3438;1593;155;1420;18;t26;2021-05-06
warmiñsko-mazurskie;152;1.07;10;5;5;383;262;3406;2139;164;1955;20;t28;2021-05-06
wielkopolskie;777;2.22;42;12;30;1033;1025;15474;5680;827;4813;40;t30;2021-05-06
zachodniopomorskie;317;1.87;18;1;17;607;472;6823;2900;348;2501;51;t32;2021-05-06
