wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;355;77;432;0.09;0.02;0.11;0;0;0;7;0;0;2399;472;1918;9;t00;2023-02-26
dolnoœl¹skie;18;2;20;0.06;0.01;0.07;0;0;0;0;0;0;110;21;88;1;t02;2023-02-26
kujawsko-pomorskie;13;6;19;0.06;0.03;0.09;0;0;0;0;0;0;59;20;38;1;t04;2023-02-26
lubelskie;32;4;36;0.15;0.02;0.17;0;0;0;0;0;0;250;37;213;0;t06;2023-02-26
lubuskie;6;0;6;0.06;0;0.06;0;0;0;0;0;0;42;6;36;0;t08;2023-02-26
³ódzkie;22;4;26;0.09;0.02;0.11;0;0;0;0;0;0;111;27;84;0;t10;2023-02-26
ma³opolskie;23;7;30;0.07;0.02;0.09;0;0;0;1;0;0;112;31;81;0;t12;2023-02-26
mazowieckie;36;7;43;0.07;0.01;0.08;0;0;0;3;0;0;452;46;405;1;t14;2023-02-26
opolskie;18;5;23;0.18;0.05;0.23;0;0;0;0;0;0;78;25;53;0;t16;2023-02-26
podkarpackie;21;8;29;0.10;0.04;0.14;0;0;0;0;0;0;172;32;140;0;t18;2023-02-26
podlaskie;6;1;7;0.05;0.01;0.06;0;0;0;0;0;0;74;8;66;0;t20;2023-02-26
pomorskie;16;4;20;0.07;0.02;0.09;0;0;0;0;0;0;80;24;56;0;t22;2023-02-26
œl¹skie;65;16;81;0.14;0.04;0.18;0;0;0;2;0;0;322;96;223;3;t24;2023-02-26
œwiêtokrzyskie;7;2;9;0.06;0.02;0.07;0;0;0;0;0;0;93;9;84;0;t26;2023-02-26
warmiñsko-mazurskie;9;5;14;0.06;0.04;0.10;0;0;0;0;0;0;46;15;31;0;t28;2023-02-26
wielkopolskie;31;3;34;0.09;0.01;0.10;0;0;0;1;0;0;143;36;106;1;t30;2023-02-26
zachodniopomorskie;5;1;6;0.03;0.01;0.04;0;0;0;0;0;0;49;7;42;0;t32;2023-02-26
