wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13806;3.60;538;132;406;41915;20283;438862;93279;15537;76787;955;t00;2021-12-20
dolnoœl¹skie;1187;4.10;33;22;11;3161;1905;34224;6804;1359;5384;61;t02;2021-12-20
kujawsko-pomorskie;990;4.78;48;8;40;2574;903;22393;5616;1062;4507;47;t04;2021-12-20
lubelskie;532;2.53;41;7;34;1908;518;13996;4666;597;4046;23;t06;2021-12-20
lubuskie;306;3.03;13;6;7;1263;685;15968;2303;348;1923;32;t08;2021-12-20
³ódzkie;913;3.73;44;5;39;2554;1144;25898;6304;1041;5205;58;t10;2021-12-20
ma³opolskie;1108;3.25;59;22;37;3320;1874;36866;7008;1248;5657;103;t12;2021-12-20
mazowieckie;1761;3.24;31;6;25;5363;2786;66988;14541;2075;12310;156;t14;2021-12-20
opolskie;355;3.62;32;4;28;1267;870;14337;2117;396;1675;46;t16;2021-12-20
podkarpackie;458;2.15;14;3;11;1520;707;16621;4273;539;3723;11;t18;2021-12-20
podlaskie;212;1.80;13;1;12;836;222;6323;1947;232;1705;10;t20;2021-12-20
pomorskie;929;3.96;20;7;13;2773;1322;31606;5702;1006;4618;78;t22;2021-12-20
œl¹skie;1650;3.66;104;25;79;5457;3207;52124;10035;1879;8021;135;t24;2021-12-20
œwiêtokrzyskie;338;2.75;12;1;11;1023;414;9692;2324;387;1915;22;t26;2021-12-20
warmiñsko-mazurskie;590;4.15;29;7;22;1751;660;17777;3954;631;3296;27;t28;2021-12-20
wielkopolskie;1563;4.47;34;6;28;4751;1923;52094;8043;1684;6277;82;t30;2021-12-20
zachodniopomorskie;768;4.54;11;2;9;2332;1067;21869;4569;888;3626;55;t32;2021-12-20
