wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;528;0.14;8;3;5;4011;457;65782;39011;645;38283;83;t00;2021-09-09
dolnoœl¹skie;34;0.12;0;0;0;304;25;5404;2454;57;2391;6;t02;2021-09-09
kujawsko-pomorskie;16;0.08;2;0;2;235;38;2153;1654;18;1627;9;t04;2021-09-09
lubelskie;69;0.33;0;0;0;336;24;3693;2129;80;2046;3;t06;2021-09-09
lubuskie;6;0.06;1;1;0;83;6;1791;912;7;905;0;t08;2021-09-09
³ódzkie;43;0.18;2;0;2;313;14;4875;2771;50;2711;10;t10;2021-09-09
ma³opolskie;45;0.13;0;0;0;322;52;3974;2894;52;2840;2;t12;2021-09-09
mazowieckie;91;0.17;0;0;0;660;79;19537;5492;112;5349;31;t14;2021-09-09
opolskie;8;0.08;0;0;0;65;12;1595;925;11;913;1;t16;2021-09-09
podkarpackie;31;0.15;1;1;0;165;32;1891;2191;35;2155;1;t18;2021-09-09
podlaskie;21;0.18;0;0;0;147;30;1791;1038;28;1010;0;t20;2021-09-09
pomorskie;26;0.11;0;0;0;280;23;3753;2429;27;2400;2;t22;2021-09-09
œl¹skie;25;0.06;0;0;0;386;39;4964;4356;33;4319;4;t24;2021-09-09
œwiêtokrzyskie;11;0.09;1;1;0;74;9;914;1161;15;1143;3;t26;2021-09-09
warmiñsko-mazurskie;23;0.16;0;0;0;130;12;1217;1343;24;1319;0;t28;2021-09-09
wielkopolskie;23;0.07;1;0;1;312;20;5514;2314;26;2283;5;t30;2021-09-09
zachodniopomorskie;34;0.20;0;0;0;194;36;2688;1550;44;1504;2;t32;2021-09-09
