wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;103;0.03;17;11;6;1809;83;101915;42891;154;42669;68;t00;2021-07-06
dolnoœl¹skie;4;0.01;6;6;0;121;9;9352;3161;6;3154;1;t02;2021-07-06
kujawsko-pomorskie;13;0.06;1;0;1;85;6;3128;2025;15;2001;9;t04;2021-07-06
lubelskie;10;0.05;0;0;0;83;2;5405;1991;11;1979;1;t06;2021-07-06
lubuskie;3;0.03;0;0;0;52;1;2511;1037;5;1031;1;t08;2021-07-06
³ódzkie;7;0.03;2;0;2;278;5;8017;3022;8;3009;5;t10;2021-07-06
ma³opolskie;6;0.02;5;4;1;151;9;7300;3105;7;3087;11;t12;2021-07-06
mazowieckie;8;0.01;1;0;1;290;15;26943;5917;11;5902;4;t14;2021-07-06
opolskie;3;0.03;0;0;0;22;2;2373;884;4;879;1;t16;2021-07-06
podkarpackie;0;0;0;0;0;58;1;3367;2173;2;2170;1;t18;2021-07-06
podlaskie;4;0.03;0;0;0;47;3;1834;979;6;973;0;t20;2021-07-06
pomorskie;3;0.01;0;0;0;115;3;6142;2931;4;2921;6;t22;2021-07-06
œl¹skie;7;0.02;0;0;0;191;7;9173;4726;12;4705;9;t24;2021-07-06
œwiêtokrzyskie;2;0.02;0;0;0;32;4;1967;1302;3;1294;5;t26;2021-07-06
warmiñsko-mazurskie;7;0.05;0;0;0;52;1;1942;1507;20;1485;2;t28;2021-07-06
wielkopolskie;14;0.04;1;0;1;135;14;8833;2945;28;2908;9;t30;2021-07-06
zachodniopomorskie;8;0.05;1;1;0;95;1;3562;1858;8;1849;1;t32;2021-07-06
