wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;95;45;140;0.02;0.01;0.04;1;0;1;592;0;0;1651;143;1505;3;t00;2024-12-04
dolnoœl¹skie;8;3;11;0.03;0.01;0.04;0;0;0;22;0;0;59;11;48;0;t02;2024-12-04
kujawsko-pomorskie;7;5;12;0.03;0.02;0.06;0;0;0;42;0;0;113;12;101;0;t04;2024-12-04
lubelskie;14;4;18;0.07;0.02;0.09;0;0;0;48;0;0;114;18;94;2;t06;2024-12-04
lubuskie;0;1;1;0;0.01;0.01;0;0;0;7;0;0;12;1;11;0;t08;2024-12-04
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;21;0;0;33;2;31;0;t10;2024-12-04
ma³opolskie;8;7;15;0.02;0.02;0.04;0;0;0;66;0;0;124;15;109;0;t12;2024-12-04
mazowieckie;8;7;15;0.01;0.01;0.03;0;0;0;36;0;0;448;16;432;0;t14;2024-12-04
opolskie;1;0;1;0.01;0;0.01;0;0;0;6;0;0;30;1;29;0;t16;2024-12-04
podkarpackie;13;1;14;0.06;0.00;0.07;0;0;0;139;0;0;201;15;186;0;t18;2024-12-04
podlaskie;7;3;10;0.06;0.03;0.08;0;0;0;50;0;0;80;10;70;0;t20;2024-12-04
pomorskie;1;2;3;0.00;0.01;0.01;0;0;0;31;0;0;81;3;78;0;t22;2024-12-04
œl¹skie;12;3;15;0.03;0.01;0.03;0;0;0;63;0;0;142;15;127;0;t24;2024-12-04
œwiêtokrzyskie;1;2;3;0.01;0.02;0.02;0;0;0;5;0;0;12;3;9;0;t26;2024-12-04
warmiñsko-mazurskie;7;2;9;0.05;0.01;0.06;0;0;0;19;0;0;44;9;35;0;t28;2024-12-04
wielkopolskie;1;4;5;0.00;0.01;0.01;1;0;1;19;0;0;45;6;39;0;t30;2024-12-04
zachodniopomorskie;5;1;6;0.03;0.01;0.04;0;0;0;18;0;0;57;6;51;0;t32;2024-12-04
