wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;122;0.03;6;2;4;1647;120;85506;41826;163;41605;58;t00;2021-07-23
dolnoœl¹skie;9;0.03;1;1;0;135;8;7678;2528;11;2514;3;t02;2021-07-23
kujawsko-pomorskie;4;0.02;0;0;0;68;10;2585;1776;4;1770;2;t04;2021-07-23
lubelskie;13;0.06;2;0;2;101;7;4637;2151;14;2127;10;t06;2021-07-23
lubuskie;5;0.05;0;0;0;38;1;2021;1025;5;1019;1;t08;2021-07-23
³ódzkie;8;0.03;0;0;0;231;7;6977;2773;14;2752;7;t10;2021-07-23
ma³opolskie;12;0.04;0;0;0;94;6;5253;3561;14;3545;2;t12;2021-07-23
mazowieckie;17;0.03;1;0;1;296;23;24772;5293;22;5265;6;t14;2021-07-23
opolskie;1;0.01;0;0;0;26;1;2028;871;1;869;1;t16;2021-07-23
podkarpackie;5;0.02;0;0;0;106;3;2959;2436;8;2426;2;t18;2021-07-23
podlaskie;3;0.03;0;0;0;46;7;2365;1033;3;1027;3;t20;2021-07-23
pomorskie;4;0.02;0;0;0;116;7;4557;2346;4;2340;2;t22;2021-07-23
œl¹skie;10;0.02;0;0;0;168;6;6332;4755;14;4733;8;t24;2021-07-23
œwiêtokrzyskie;6;0.05;0;0;0;46;6;1697;1216;7;1207;2;t26;2021-07-23
warmiñsko-mazurskie;5;0.04;0;0;0;27;1;1698;1279;8;1271;0;t28;2021-07-23
wielkopolskie;8;0.02;2;1;1;96;20;6884;2692;15;2675;2;t30;2021-07-23
zachodniopomorskie;5;0.03;0;0;0;49;4;3026;1734;10;1720;4;t32;2021-07-23
