wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7156;1.87;389;78;311;10686;4969;178510;47689;7923;39044;722;t00;2021-01-27
dolnoœl¹skie;527;1.82;28;8;20;588;286;11943;4572;629;3851;92;t02;2021-01-27
kujawsko-pomorskie;718;3.47;37;5;32;927;466;12480;3129;789;2277;63;t04;2021-01-27
lubelskie;354;1.68;33;2;31;522;275;7884;2194;392;1772;30;t06;2021-01-27
lubuskie;226;2.24;32;19;13;298;126;4805;1248;249;990;9;t08;2021-01-27
³ódzkie;391;1.60;31;1;30;654;288;11426;3087;451;2601;35;t10;2021-01-27
ma³opolskie;290;0.85;11;1;10;521;248;8677;2662;322;2303;37;t12;2021-01-27
mazowieckie;1046;1.93;43;9;34;1770;680;36074;6747;1172;5446;129;t14;2021-01-27
opolskie;153;1.56;4;0;4;189;109;4024;1071;158;898;15;t16;2021-01-27
podkarpackie;270;1.27;13;0;13;316;165;5401;1925;293;1617;15;t18;2021-01-27
podlaskie;209;1.78;8;0;8;351;117;5573;1006;221;777;8;t20;2021-01-27
pomorskie;659;2.81;18;0;18;925;443;15407;3466;715;2679;72;t22;2021-01-27
œl¹skie;557;1.24;28;2;26;1043;404;13650;4659;618;3988;53;t24;2021-01-27
œwiêtokrzyskie;114;0.93;9;1;8;166;99;2713;1358;133;1195;30;t26;2021-01-27
warmiñsko-mazurskie;413;2.91;38;8;30;610;359;9382;1812;433;1364;15;t28;2021-01-27
wielkopolskie;669;1.91;39;22;17;1109;462;18376;3874;721;3106;47;t30;2021-01-27
zachodniopomorskie;420;2.48;17;0;17;692;389;10681;2278;473;1751;54;t32;2021-01-27
