wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;22947;5.98;204;50;154;1153;32715;435354;72281;24365;46469;1447;t00;2021-04-03
dolnoœl¹skie;2320;8.00;15;8;7;55;2872;36776;5983;2484;3397;102;t02;2021-04-03
kujawsko-pomorskie;1102;5.33;13;3;10;116;1826;20163;3511;1286;2131;94;t04;2021-04-03
lubelskie;635;3.02;4;2;2;53;1062;16064;2235;667;1531;37;t06;2021-04-03
lubuskie;661;6.54;0;0;0;14;834;11855;1870;706;1142;22;t08;2021-04-03
³ódzkie;1378;5.63;5;1;4;211;1843;26456;4324;1436;2848;40;t10;2021-04-03
ma³opolskie;1693;4.96;12;7;5;97;2765;37794;5421;1770;3505;146;t12;2021-04-03
mazowieckie;3564;6.57;39;8;31;146;5298;72000;12357;3855;8175;327;t14;2021-04-03
opolskie;647;6.60;8;0;8;11;614;8884;1661;665;981;15;t16;2021-04-03
podkarpackie;880;4.14;17;2;15;85;1563;22121;2457;939;1483;35;t18;2021-04-03
podlaskie;356;3.03;8;1;7;7;474;7556;1194;368;811;15;t20;2021-04-03
pomorskie;1273;5.42;5;1;4;35;2299;26002;4933;1337;3529;67;t22;2021-04-03
œl¹skie;3839;8.52;17;0;17;126;4786;62203;9321;3994;5098;229;t24;2021-04-03
œwiêtokrzyskie;502;4.08;1;1;0;3;778;11791;1886;585;1203;98;t26;2021-04-03
warmiñsko-mazurskie;502;3.53;1;0;1;19;1034;12068;1744;527;1199;18;t28;2021-04-03
wielkopolskie;2636;7.53;45;15;30;141;3468;48180;6780;2710;3973;97;t30;2021-04-03
zachodniopomorskie;700;4.13;14;1;13;33;1053;15372;2608;766;1775;67;t32;2021-04-03
