wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7937;2.07;216;62;154;33855;7582;192491;50212;8925;40606;681;t00;2021-03-01
dolnoœl¹skie;434;1.50;15;10;5;2212;518;11028;3772;505;3231;36;t02;2021-03-01
kujawsko-pomorskie;530;2.56;27;10;17;2192;509;11424;3012;598;2370;44;t04;2021-03-01
lubelskie;371;1.76;8;2;6;1339;326;7517;2789;422;2331;36;t06;2021-03-01
lubuskie;177;1.75;7;4;3;1121;311;5921;1370;211;1149;10;t08;2021-03-01
³ódzkie;444;1.81;11;3;8;1822;281;10161;3449;502;2877;70;t10;2021-03-01
ma³opolskie;521;1.53;14;11;3;2119;368;11575;3350;572;2748;30;t12;2021-03-01
mazowieckie;1279;2.36;39;7;32;5812;1338;40118;7252;1473;5629;150;t14;2021-03-01
opolskie;90;0.92;8;0;8;546;142;2830;1199;102;1094;3;t16;2021-03-01
podkarpackie;493;2.32;10;1;9;1794;401;10701;3092;599;2464;29;t18;2021-03-01
podlaskie;307;2.61;7;0;7;1032;219;5407;1322;337;974;11;t20;2021-03-01
pomorskie;600;2.56;21;3;18;2537;879;18467;2964;642;2249;73;t22;2021-03-01
œl¹skie;746;1.65;18;4;14;3895;703;17074;4665;824;3798;43;t24;2021-03-01
œwiêtokrzyskie;152;1.24;5;2;3;641;148;3414;1608;169;1383;56;t26;2021-03-01
warmiñsko-mazurskie;924;6.50;13;2;11;2417;449;13239;2613;985;1609;19;t28;2021-03-01
wielkopolskie;474;1.35;12;3;9;3020;643;16104;3459;557;2869;33;t30;2021-03-01
zachodniopomorskie;247;1.46;1;0;1;1334;275;7479;1846;255;1569;22;t32;2021-03-01
