wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;41;18;59;0.01;0.00;0.02;3;1;2;468;0;0;1502;67;1431;4;t00;2024-03-15
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;31;0;0;66;0;66;0;t02;2024-03-15
kujawsko-pomorskie;2;2;4;0.01;0.01;0.02;0;0;0;25;0;0;104;5;95;4;t04;2024-03-15
lubelskie;12;6;18;0.06;0.03;0.09;0;0;0;71;0;0;120;19;101;0;t06;2024-03-15
lubuskie;1;0;1;0.01;0;0.01;0;0;0;14;0;0;37;1;36;0;t08;2024-03-15
³ódzkie;1;1;2;0.00;0.00;0.01;0;0;0;32;0;0;68;2;66;0;t10;2024-03-15
ma³opolskie;3;0;3;0.01;0;0.01;0;0;0;35;0;0;62;3;59;0;t12;2024-03-15
mazowieckie;8;2;10;0.01;0.00;0.02;0;0;0;46;0;0;416;11;405;0;t14;2024-03-15
opolskie;1;0;1;0.01;0;0.01;0;0;0;2;0;0;36;1;35;0;t16;2024-03-15
podkarpackie;3;2;5;0.01;0.01;0.02;0;0;0;51;0;0;77;5;72;0;t18;2024-03-15
podlaskie;3;1;4;0.03;0.01;0.03;0;0;0;17;0;0;62;4;58;0;t20;2024-03-15
pomorskie;1;0;1;0.00;0;0.00;0;0;0;24;0;0;71;1;70;0;t22;2024-03-15
œl¹skie;2;2;4;0.00;0.00;0.01;0;0;0;68;0;0;136;4;132;0;t24;2024-03-15
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;6;0;0;14;1;13;0;t26;2024-03-15
warmiñsko-mazurskie;0;0;0;0;0;0;1;1;0;17;0;0;49;0;49;0;t28;2024-03-15
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;6;0;0;56;3;53;0;t30;2024-03-15
zachodniopomorskie;0;2;2;0;0.01;0.01;2;0;2;23;0;0;70;2;68;0;t32;2024-03-15
