wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;46;9;55;0.01;0.00;0.01;0;0;0;2;0;0;861;60;798;3;t00;2024-01-21
dolnoœl¹skie;4;0;4;0.01;0;0.01;0;0;0;0;0;0;6;4;2;0;t02;2024-01-21
kujawsko-pomorskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;26;2;24;0;t04;2024-01-21
lubelskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;14;3;11;0;t06;2024-01-21
lubuskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;5;1;4;0;t08;2024-01-21
³ódzkie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;20;3;17;0;t10;2024-01-21
ma³opolskie;3;1;4;0.01;0.00;0.01;0;0;0;0;0;0;31;5;26;0;t12;2024-01-21
mazowieckie;8;2;10;0.01;0.00;0.02;0;0;0;0;0;0;341;12;328;1;t14;2024-01-21
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;0;0;0;8;3;5;0;t16;2024-01-21
podkarpackie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;4;1;3;0;t18;2024-01-21
podlaskie;1;2;3;0.01;0.02;0.03;0;0;0;0;0;0;43;3;40;0;t20;2024-01-21
pomorskie;7;1;8;0.03;0.00;0.03;0;0;0;0;0;0;154;8;146;0;t22;2024-01-21
œl¹skie;5;0;5;0.01;0;0.01;0;0;0;1;0;0;55;5;49;1;t24;2024-01-21
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;21;0;21;0;t26;2024-01-21
warmiñsko-mazurskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;15;2;13;0;t28;2024-01-21
wielkopolskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;33;2;31;0;t30;2024-01-21
zachodniopomorskie;0;0;0;0;0;0;0;0;0;1;0;0;22;0;22;0;t32;2024-01-21
