wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;786;71;857;0.20;0.02;0.22;20;4;16;1340;63;1;14117;986;13103;28;t00;2022-04-28
dolnoœl¹skie;51;0;51;0.18;0;0.18;3;3;0;111;6;0;1026;63;961;2;t02;2022-04-28
kujawsko-pomorskie;23;0;23;0.11;0;0.11;0;0;0;62;2;0;534;28;505;1;t04;2022-04-28
lubelskie;53;4;57;0.25;0.02;0.27;0;0;0;99;6;0;775;60;713;2;t06;2022-04-28
lubuskie;15;2;17;0.15;0.02;0.17;0;0;0;32;1;0;311;17;292;2;t08;2022-04-28
³ódzkie;53;5;58;0.22;0.02;0.24;1;0;1;96;5;0;777;71;704;2;t10;2022-04-28
ma³opolskie;63;5;68;0.18;0.01;0.20;0;0;0;140;7;0;1127;73;1050;4;t12;2022-04-28
mazowieckie;150;13;163;0.28;0.02;0.30;1;0;1;259;4;0;2781;197;2582;2;t14;2022-04-28
opolskie;21;4;25;0.21;0.04;0.25;0;0;0;19;0;0;265;28;237;0;t16;2022-04-28
podkarpackie;31;5;36;0.15;0.02;0.17;2;0;2;45;6;1;601;47;551;3;t18;2022-04-28
podlaskie;32;3;35;0.27;0.03;0.30;0;0;0;57;9;0;358;39;319;0;t20;2022-04-28
pomorskie;40;6;46;0.17;0.03;0.20;3;0;3;66;1;0;1003;51;949;3;t22;2022-04-28
œl¹skie;110;13;123;0.24;0.03;0.27;3;1;2;155;5;0;1282;138;1141;3;t24;2022-04-28
œwiêtokrzyskie;26;1;27;0.21;0.01;0.22;1;0;1;31;3;0;417;31;385;1;t26;2022-04-28
warmiñsko-mazurskie;19;1;20;0.13;0.01;0.14;0;0;0;48;0;0;371;23;348;0;t28;2022-04-28
wielkopolskie;43;4;47;0.12;0.01;0.13;6;0;6;58;5;0;842;49;793;0;t30;2022-04-28
zachodniopomorskie;35;5;40;0.21;0.03;0.24;0;0;0;62;3;0;768;48;717;3;t32;2022-04-28
