wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;176;0.05;6;4;2;1533;143;74265;39810;219;39542;49;t00;2021-08-04
dolnoœl¹skie;19;0.07;0;0;0;138;9;6907;2785;21;2762;2;t02;2021-08-04
kujawsko-pomorskie;8;0.04;1;0;1;75;5;2303;1699;10;1684;5;t04;2021-08-04
lubelskie;15;0.07;0;0;0;72;8;3561;1645;17;1625;3;t06;2021-08-04
lubuskie;1;0.01;0;0;0;33;5;1809;1012;3;1009;0;t08;2021-08-04
³ódzkie;7;0.03;0;0;0;92;10;6038;2588;7;2579;2;t10;2021-08-04
ma³opolskie;36;0.11;0;0;0;146;27;5037;3118;39;3075;4;t12;2021-08-04
mazowieckie;21;0.04;2;2;0;243;20;20633;5371;27;5332;12;t14;2021-08-04
opolskie;3;0.03;0;0;0;27;1;1833;1016;7;1008;1;t16;2021-08-04
podkarpackie;6;0.03;0;0;0;81;6;2554;2005;8;1995;2;t18;2021-08-04
podlaskie;5;0.04;0;0;0;30;5;1883;899;6;891;2;t20;2021-08-04
pomorskie;5;0.02;0;0;0;157;10;4064;2308;6;2302;0;t22;2021-08-04
œl¹skie;15;0.03;1;1;0;197;12;6192;4406;21;4381;4;t24;2021-08-04
œwiêtokrzyskie;5;0.04;0;0;0;34;7;1423;1253;10;1241;2;t26;2021-08-04
warmiñsko-mazurskie;3;0.02;1;1;0;54;8;1348;1416;3;1413;0;t28;2021-08-04
wielkopolskie;7;0.02;1;0;1;101;5;6243;2444;10;2430;4;t30;2021-08-04
zachodniopomorskie;8;0.05;0;0;0;48;5;2411;1869;11;1857;1;t32;2021-08-04
