wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1516;0.40;191;44;147;5828;3973;94777;58145;1786;56013;346;t00;2021-05-21
dolnoœl¹skie;157;0.54;15;7;8;414;374;8238;4124;173;3919;32;t02;2021-05-21
kujawsko-pomorskie;68;0.33;6;1;5;286;223;3594;2616;78;2525;13;t04;2021-05-21
lubelskie;102;0.48;10;2;8;330;215;4937;2749;112;2620;17;t06;2021-05-21
lubuskie;29;0.29;2;2;0;120;117;2082;1427;35;1379;13;t08;2021-05-21
³ódzkie;122;0.50;9;2;7;561;342;7759;4430;155;4232;43;t10;2021-05-21
ma³opolskie;130;0.38;9;5;4;460;314;6498;4533;152;4353;28;t12;2021-05-21
mazowieckie;187;0.34;13;4;9;801;450;20459;8940;225;8668;47;t14;2021-05-21
opolskie;49;0.50;2;0;2;133;199;2906;1236;53;1179;4;t16;2021-05-21
podkarpackie;33;0.16;14;4;10;317;77;2337;2865;43;2814;8;t18;2021-05-21
podlaskie;39;0.33;4;0;4;146;100;2053;1306;51;1251;4;t20;2021-05-21
pomorskie;81;0.35;22;1;21;357;220;5563;3448;95;3327;26;t22;2021-05-21
œl¹skie;154;0.34;34;11;23;626;511;9300;5706;196;5466;44;t24;2021-05-21
œwiêtokrzyskie;35;0.28;7;0;7;116;101;2052;1455;46;1395;14;t26;2021-05-21
warmiñsko-mazurskie;35;0.25;9;3;6;162;102;2186;1648;44;1598;6;t28;2021-05-21
wielkopolskie;198;0.57;25;2;23;594;409;10059;4451;217;4210;24;t30;2021-05-21
zachodniopomorskie;72;0.43;10;0;10;397;208;4732;2578;86;2476;16;t32;2021-05-21
