wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6053;1.58;368;67;301;10998;6788;152292;41533;6705;34218;610;t00;2021-02-04
dolnoœl¹skie;313;1.08;19;12;7;650;356;9341;2732;353;2352;27;t02;2021-02-04
kujawsko-pomorskie;557;2.69;77;5;72;966;649;11041;2853;615;2194;44;t04;2021-02-04
lubelskie;264;1.26;15;5;10;594;319;6618;2099;299;1768;32;t06;2021-02-04
lubuskie;183;1.81;7;6;1;360;177;4536;1167;199;957;11;t08;2021-02-04
³ódzkie;353;1.44;19;6;13;583;430;9733;2976;395;2531;50;t10;2021-02-04
ma³opolskie;266;0.78;9;4;5;514;329;7345;2255;291;1933;31;t12;2021-02-04
mazowieckie;961;1.77;64;13;51;1957;979;30162;6024;1050;4865;109;t14;2021-02-04
opolskie;96;0.98;1;0;1;162;117;2966;917;104;806;7;t16;2021-02-04
podkarpackie;206;0.97;8;0;8;327;206;4971;1930;242;1673;15;t18;2021-02-04
podlaskie;219;1.86;16;1;15;349;287;4669;1010;244;754;12;t20;2021-02-04
pomorskie;507;2.16;43;0;43;1022;577;14189;2322;548;1725;49;t22;2021-02-04
œl¹skie;542;1.20;23;0;23;1028;633;11484;4106;603;3460;43;t24;2021-02-04
œwiêtokrzyskie;149;1.21;14;1;13;156;104;2293;1263;207;991;65;t26;2021-02-04
warmiñsko-mazurskie;394;2.77;14;3;11;667;419;8660;1629;409;1197;23;t28;2021-02-04
wielkopolskie;603;1.72;25;10;15;1083;706;15459;3908;663;3200;45;t30;2021-02-04
zachodniopomorskie;328;1.94;14;1;13;572;437;8806;1887;358;1495;34;t32;2021-02-04
