wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3288;0.86;289;80;209;8156;4839;115914;60647;3743;56460;444;t00;2021-05-13
dolnoœl¹skie;307;1.06;19;11;8;723;471;10110;4617;355;4229;33;t02;2021-05-13
kujawsko-pomorskie;169;0.82;15;0;15;470;247;4904;2710;189;2496;25;t04;2021-05-13
lubelskie;196;0.93;13;2;11;501;352;6476;3124;208;2887;29;t06;2021-05-13
lubuskie;67;0.66;8;1;7;187;101;2801;1625;75;1535;15;t08;2021-05-13
³ódzkie;241;0.98;21;6;15;541;418;8800;4484;287;4154;43;t10;2021-05-13
ma³opolskie;244;0.71;19;11;8;603;308;8561;4124;277;3813;34;t12;2021-05-13
mazowieckie;400;0.74;42;14;28;1107;667;21936;8914;466;8400;48;t14;2021-05-13
opolskie;98;1.00;8;0;8;220;144;3606;1470;112;1351;7;t16;2021-05-13
podkarpackie;77;0.36;8;0;8;284;156;3203;2873;95;2770;8;t18;2021-05-13
podlaskie;78;0.66;3;0;3;210;100;2191;1314;90;1212;12;t20;2021-05-13
pomorskie;230;0.98;8;0;8;546;208;6948;3271;246;2984;41;t22;2021-05-13
œl¹skie;432;0.96;66;22;44;996;684;13011;6747;500;6213;34;t24;2021-05-13
œwiêtokrzyskie;86;0.70;12;1;11;210;144;2571;1557;107;1427;23;t26;2021-05-13
warmiñsko-mazurskie;92;0.65;9;0;9;247;119;2695;1898;107;1784;7;t28;2021-05-13
wielkopolskie;306;0.87;27;12;15;862;481;12616;4757;337;4394;26;t30;2021-05-13
zachodniopomorskie;215;1.27;11;0;11;440;225;5416;2721;239;2440;42;t32;2021-05-13
