wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;540;0.14;1;0;1;290;532;81151;30978;610;30320;48;t00;2021-09-18
dolnoœl¹skie;39;0.13;0;0;0;20;41;6202;1771;46;1724;1;t02;2021-09-18
kujawsko-pomorskie;22;0.11;0;0;0;18;10;2434;1180;24;1149;7;t04;2021-09-18
lubelskie;101;0.48;0;0;0;15;57;5843;1842;112;1725;5;t06;2021-09-18
lubuskie;15;0.15;0;0;0;5;5;2348;631;15;616;0;t08;2021-09-18
³ódzkie;26;0.11;0;0;0;9;38;6267;2100;35;2065;0;t10;2021-09-18
ma³opolskie;34;0.10;0;0;0;37;53;4001;2831;40;2789;2;t12;2021-09-18
mazowieckie;83;0.15;0;0;0;88;99;26271;4312;93;4211;8;t14;2021-09-18
opolskie;14;0.14;0;0;0;0;10;1788;674;14;658;2;t16;2021-09-18
podkarpackie;38;0.18;0;0;0;30;34;2080;2137;44;2084;9;t18;2021-09-18
podlaskie;22;0.19;1;0;1;20;21;2098;856;25;830;1;t20;2021-09-18
pomorskie;13;0.06;0;0;0;10;25;4122;1691;16;1675;0;t22;2021-09-18
œl¹skie;33;0.07;0;0;0;7;36;5127;3089;37;3046;6;t24;2021-09-18
œwiêtokrzyskie;12;0.10;0;0;0;3;13;1428;996;13;982;1;t26;2021-09-18
warmiñsko-mazurskie;11;0.08;0;0;0;6;19;1817;704;12;691;1;t28;2021-09-18
wielkopolskie;35;0.10;0;0;0;12;29;5862;1865;36;1827;2;t30;2021-09-18
zachodniopomorskie;24;0.14;0;0;0;10;36;3443;1288;27;1258;3;t32;2021-09-18
