wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1346;141;1487;0.35;0.04;0.39;64;13;51;2165;121;11;20560;1867;18603;90;t00;2022-04-06
dolnoœl¹skie;127;8;135;0.44;0.03;0.47;4;3;1;167;14;0;1530;187;1328;15;t02;2022-04-06
kujawsko-pomorskie;56;8;64;0.27;0.04;0.31;1;0;1;144;12;2;817;79;733;5;t04;2022-04-06
lubelskie;118;11;129;0.56;0.05;0.61;10;4;6;135;9;0;1152;150;1000;2;t06;2022-04-06
lubuskie;28;3;31;0.28;0.03;0.31;10;1;9;47;0;0;412;37;368;7;t08;2022-04-06
³ódzkie;74;13;87;0.30;0.05;0.36;6;1;5;110;19;0;1646;104;1540;2;t10;2022-04-06
ma³opolskie;132;9;141;0.39;0.03;0.41;0;0;0;189;3;0;1294;150;1133;11;t12;2022-04-06
mazowieckie;244;23;267;0.45;0.04;0.49;8;1;7;417;24;3;3171;333;2830;8;t14;2022-04-06
opolskie;33;4;37;0.34;0.04;0.38;1;0;1;55;2;1;561;58;503;0;t16;2022-04-06
podkarpackie;39;2;41;0.18;0.01;0.19;3;0;3;50;3;0;1461;86;1369;6;t18;2022-04-06
podlaskie;34;5;39;0.29;0.04;0.33;1;0;1;69;2;0;433;45;388;0;t20;2022-04-06
pomorskie;112;15;127;0.48;0.06;0.54;3;1;2;170;0;2;1379;133;1241;5;t22;2022-04-06
œl¹skie;115;12;127;0.26;0.03;0.28;7;1;6;204;7;2;1619;162;1453;4;t24;2022-04-06
œwiêtokrzyskie;32;4;36;0.26;0.03;0.29;0;0;0;94;13;0;808;58;743;7;t26;2022-04-06
warmiñsko-mazurskie;29;4;33;0.20;0.03;0.23;2;1;1;65;0;0;973;44;929;0;t28;2022-04-06
wielkopolskie;88;10;98;0.25;0.03;0.28;5;0;5;147;9;0;1200;129;1060;11;t30;2022-04-06
zachodniopomorskie;49;9;58;0.29;0.05;0.34;3;0;3;102;4;1;1105;71;1031;3;t32;2022-04-06
