wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;51695;13.48;231;47;184;52753;39348;989320;176130;60392;112203;3535;t00;2022-01-28
dolnoœl¹skie;4120;14.21;22;9;13;3920;3525;89803;13593;4725;8645;223;t02;2022-01-28
kujawsko-pomorskie;1955;9.45;6;2;4;2723;1400;19409;7058;2317;4600;141;t04;2022-01-28
lubelskie;2989;14.21;16;1;15;3795;1825;61217;10443;3481;6849;113;t06;2022-01-28
lubuskie;927;9.18;1;1;0;1163;453;10429;3262;1065;2131;66;t08;2022-01-28
³ódzkie;3443;14.06;16;3;13;3470;2005;77129;11562;4122;7307;133;t10;2022-01-28
ma³opolskie;3881;11.37;19;9;10;3337;4325;44492;12219;4475;7417;327;t12;2022-01-28
mazowieckie;8367;15.41;17;2;15;7138;6860;191322;33929;9674;23480;775;t14;2022-01-28
opolskie;1488;15.17;8;0;8;1452;895;29800;4415;1787;2551;77;t16;2022-01-28
podkarpackie;2517;11.84;36;6;30;2426;2325;60726;8048;2930;5021;97;t18;2022-01-28
podlaskie;1261;10.72;8;0;8;1550;725;20390;4426;1483;2881;62;t20;2022-01-28
pomorskie;3824;16.30;16;0;16;3905;2595;92325;11768;4478;6896;394;t22;2022-01-28
œl¹skie;7603;16.87;18;4;14;7225;6061;163729;21582;8873;12196;513;t24;2022-01-28
œwiêtokrzyskie;998;8.11;9;1;8;1175;728;9890;3374;1160;2104;110;t26;2022-01-28
warmiñsko-mazurskie;1783;12.55;7;2;5;1902;1310;25850;6684;2216;4372;96;t28;2022-01-28
wielkopolskie;3960;11.31;21;6;15;4529;2813;42075;12242;4595;7414;233;t30;2022-01-28
zachodniopomorskie;2304;13.61;11;1;10;2980;1410;50565;8663;2715;5790;158;t32;2022-01-28
