wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;25998;6.78;419;116;303;39345;16912;383721;86153;28846;55556;1751;t00;2021-03-18
dolnoœl¹skie;2144;7.40;21;10;11;2852;928;27613;6584;2376;4088;120;t02;2021-03-18
kujawsko-pomorskie;1567;7.57;30;7;23;2409;970;19923;5473;1875;3499;99;t04;2021-03-18
lubelskie;834;3.97;31;1;30;1527;591;13736;3557;898;2602;57;t06;2021-03-18
lubuskie;747;7.39;16;11;5;1150;505;11155;2291;817;1445;29;t08;2021-03-18
³ódzkie;1360;5.55;26;2;24;2251;977;21083;5144;1433;3655;56;t10;2021-03-18
ma³opolskie;1914;5.61;34;25;9;2942;1417;29690;5464;2002;3348;114;t12;2021-03-18
mazowieckie;4219;7.77;50;17;33;6482;2576;71864;13857;4845;8515;497;t14;2021-03-18
opolskie;564;5.75;7;0;7;733;277;7078;1791;602;1167;22;t16;2021-03-18
podkarpackie;1334;6.27;31;5;26;1782;798;22221;4621;1782;2804;35;t18;2021-03-18
podlaskie;473;4.02;10;1;9;827;519;8520;1647;501;1123;23;t20;2021-03-18
pomorskie;1604;6.84;27;5;22;2500;1297;31252;5388;1672;3595;121;t22;2021-03-18
œl¹skie;3728;8.27;54;10;44;5686;2450;46702;10395;3936;6271;188;t24;2021-03-18
œwiêtokrzyskie;576;4.68;11;1;10;907;393;8430;2412;729;1568;115;t26;2021-03-18
warmiñsko-mazurskie;1002;7.05;27;7;20;1572;1144;17027;3015;1055;1901;59;t28;2021-03-18
wielkopolskie;2643;7.55;32;14;18;4068;1431;34460;7624;2896;4626;102;t30;2021-03-18
zachodniopomorskie;899;5.31;12;0;12;1635;519;12837;3320;1009;2238;73;t32;2021-03-18
