wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;392;168;560;0.10;0.04;0.15;5;1;4;510;0;0;1398;569;827;2;t00;2024-08-06
dolnoœl¹skie;25;8;33;0.09;0.03;0.11;0;0;0;21;0;0;73;35;38;0;t02;2024-08-06
kujawsko-pomorskie;28;10;38;0.14;0.05;0.18;0;0;0;31;0;0;87;38;49;0;t04;2024-08-06
lubelskie;39;17;56;0.19;0.08;0.27;1;1;0;64;0;0;102;56;46;0;t06;2024-08-06
lubuskie;10;0;10;0.10;0;0.10;0;0;0;2;0;0;19;10;9;0;t08;2024-08-06
³ódzkie;16;6;22;0.07;0.02;0.09;0;0;0;28;0;0;43;23;20;0;t10;2024-08-06
ma³opolskie;25;13;38;0.07;0.04;0.11;0;0;0;43;0;0;91;38;53;0;t12;2024-08-06
mazowieckie;76;29;105;0.14;0.05;0.19;0;0;0;69;0;0;444;107;336;1;t14;2024-08-06
opolskie;6;6;12;0.06;0.06;0.12;0;0;0;6;0;0;37;12;24;1;t16;2024-08-06
podkarpackie;18;3;21;0.08;0.01;0.10;0;0;0;21;0;0;39;21;18;0;t18;2024-08-06
podlaskie;26;12;38;0.22;0.10;0.32;0;0;0;38;0;0;55;38;17;0;t20;2024-08-06
pomorskie;22;11;33;0.09;0.05;0.14;0;0;0;35;0;0;58;34;24;0;t22;2024-08-06
œl¹skie;32;19;51;0.07;0.04;0.11;0;0;0;48;0;0;112;52;60;0;t24;2024-08-06
œwiêtokrzyskie;12;3;15;0.10;0.02;0.12;0;0;0;16;0;0;22;15;7;0;t26;2024-08-06
warmiñsko-mazurskie;15;8;23;0.11;0.06;0.16;0;0;0;14;0;0;49;23;26;0;t28;2024-08-06
wielkopolskie;27;11;38;0.08;0.03;0.11;2;0;2;36;0;0;67;38;29;0;t30;2024-08-06
zachodniopomorskie;14;12;26;0.08;0.07;0.15;2;0;2;38;0;0;69;26;43;0;t32;2024-08-06
