wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12847;1568;14415;3.35;0.41;3.76;234;43;191;15674;14261;78118;82039;15437;65529;1073;t00;2022-03-08
dolnoœl¹skie;922;138;1060;3.18;0.48;3.66;16;3;13;1088;1111;5750;5725;1168;4507;50;t02;2022-03-08
kujawsko-pomorskie;1302;150;1452;6.29;0.72;7.02;12;3;9;1440;1490;6456;5728;1561;4101;66;t04;2022-03-08
lubelskie;758;83;841;3.60;0.39;4.00;15;2;13;993;712;3599;4685;892;3755;38;t06;2022-03-08
lubuskie;505;58;563;5.00;0.57;5.57;3;3;0;565;641;3370;2541;605;1883;53;t08;2022-03-08
³ódzkie;668;72;740;2.73;0.29;3.02;22;2;20;942;772;3569;5375;807;4498;70;t10;2022-03-08
ma³opolskie;724;81;805;2.12;0.24;2.36;15;5;10;952;734;4921;5142;851;4235;56;t12;2022-03-08
mazowieckie;2085;236;2321;3.84;0.43;4.28;32;1;31;2303;2395;15538;13712;2476;10955;281;t14;2022-03-08
opolskie;222;20;242;2.26;0.20;2.47;13;0;13;315;273;1551;1681;262;1392;27;t16;2022-03-08
podkarpackie;160;19;179;0.75;0.09;0.84;15;5;10;245;157;1467;3233;197;3030;6;t18;2022-03-08
podlaskie;287;41;328;2.44;0.35;2.79;6;0;6;469;363;2197;2092;364;1706;22;t20;2022-03-08
pomorskie;770;84;854;3.28;0.36;3.64;19;4;15;932;802;4366;4598;909;3586;103;t22;2022-03-08
œl¹skie;872;101;973;1.93;0.22;2.16;22;3;19;1139;740;4974;7507;1045;6401;61;t24;2022-03-08
œwiêtokrzyskie;333;26;359;2.71;0.21;2.92;5;1;4;515;395;2043;2270;384;1857;29;t26;2022-03-08
warmiñsko-mazurskie;590;107;697;4.15;0.75;4.91;10;7;3;733;608;3107;3448;738;2690;20;t28;2022-03-08
wielkopolskie;1658;233;1891;4.74;0.67;5.40;14;3;11;1904;1874;9577;7624;1977;5538;109;t30;2022-03-08
zachodniopomorskie;890;119;1009;5.26;0.70;5.96;15;1;14;1110;1144;5122;4437;1082;3285;70;t32;2022-03-08
