wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;223;26;249;0.06;0.01;0.06;9;4;5;510;33;0;7879;301;7565;13;t00;2022-05-25
dolnoœl¹skie;11;3;14;0.04;0.01;0.05;1;1;0;29;7;0;323;16;307;0;t02;2022-05-25
kujawsko-pomorskie;8;0;8;0.04;0;0.04;1;0;1;24;4;0;231;11;219;1;t04;2022-05-25
lubelskie;15;1;16;0.07;0.00;0.08;1;0;1;36;1;0;565;21;543;1;t06;2022-05-25
lubuskie;2;0;2;0.02;0;0.02;0;0;0;6;0;0;125;3;122;0;t08;2022-05-25
³ódzkie;19;0;19;0.08;0;0.08;1;1;0;23;2;0;340;27;312;1;t10;2022-05-25
ma³opolskie;22;4;26;0.06;0.01;0.08;0;0;0;53;1;0;700;28;670;2;t12;2022-05-25
mazowieckie;46;5;51;0.08;0.01;0.09;1;0;1;84;2;0;1471;64;1404;3;t14;2022-05-25
opolskie;4;0;4;0.04;0;0.04;0;0;0;21;0;0;223;7;216;0;t16;2022-05-25
podkarpackie;13;1;14;0.06;0.00;0.07;0;0;0;20;2;0;443;17;426;0;t18;2022-05-25
podlaskie;7;2;9;0.06;0.02;0.08;0;0;0;42;2;0;248;10;238;0;t20;2022-05-25
pomorskie;10;2;12;0.04;0.01;0.05;0;0;0;45;1;0;512;14;498;0;t22;2022-05-25
œl¹skie;30;5;35;0.07;0.01;0.08;0;0;0;64;1;0;819;36;781;2;t24;2022-05-25
œwiêtokrzyskie;5;1;6;0.04;0.01;0.05;2;0;2;14;4;0;231;8;222;1;t26;2022-05-25
warmiñsko-mazurskie;6;0;6;0.04;0;0.04;0;0;0;13;0;0;344;6;337;1;t28;2022-05-25
wielkopolskie;14;0;14;0.04;0;0.04;2;2;0;19;6;0;419;18;401;0;t30;2022-05-25
zachodniopomorskie;5;2;7;0.03;0.01;0.04;0;0;0;17;0;0;203;9;194;0;t32;2022-05-25
