wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;104;0.03;16;3;13;1739;98;74745;50088;150;49819;119;t00;2021-06-29
dolnoœl¹skie;5;0.02;0;0;0;169;6;6337;3338;10;3325;3;t02;2021-06-29
kujawsko-pomorskie;5;0.02;1;0;1;87;4;2160;2297;6;2283;8;t04;2021-06-29
lubelskie;7;0.03;1;0;1;103;2;3225;2266;11;2253;2;t06;2021-06-29
lubuskie;1;0.01;1;0;1;47;0;1727;1087;1;1083;3;t08;2021-06-29
³ódzkie;14;0.06;2;0;2;182;7;6182;3625;19;3596;10;t10;2021-06-29
ma³opolskie;4;0.01;2;2;0;106;10;5281;3917;9;3894;14;t12;2021-06-29
mazowieckie;16;0.03;0;0;0;274;15;21210;6301;22;6267;12;t14;2021-06-29
opolskie;3;0.03;0;0;0;45;1;1669;1054;4;1049;1;t16;2021-06-29
podkarpackie;4;0.02;1;0;1;66;5;2506;2230;5;2219;6;t18;2021-06-29
podlaskie;5;0.04;0;0;0;42;4;1325;1073;6;1065;2;t20;2021-06-29
pomorskie;6;0.03;1;0;1;111;6;4555;3640;7;3615;18;t22;2021-06-29
œl¹skie;3;0.01;3;1;2;169;17;6350;5884;6;5865;13;t24;2021-06-29
œwiêtokrzyskie;8;0.07;2;0;2;32;6;2211;1582;16;1560;6;t26;2021-06-29
warmiñsko-mazurskie;3;0.02;1;0;1;52;3;1426;1470;5;1461;4;t28;2021-06-29
wielkopolskie;14;0.04;0;0;0;162;4;6130;3528;17;3501;10;t30;2021-06-29
zachodniopomorskie;2;0.01;1;0;1;92;7;2405;2031;2;2026;3;t32;2021-06-29
