wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;361;171;532;0.09;0.04;0.14;3;2;1;801;0;0;2235;568;1665;2;t00;2024-10-18
dolnoœl¹skie;10;5;15;0.03;0.02;0.05;0;0;0;39;0;0;89;15;74;0;t02;2024-10-18
kujawsko-pomorskie;29;19;48;0.14;0.09;0.23;1;0;1;58;0;0;244;50;194;0;t04;2024-10-18
lubelskie;37;21;58;0.18;0.10;0.28;1;1;0;79;0;0;145;59;86;0;t06;2024-10-18
lubuskie;7;2;9;0.07;0.02;0.09;0;0;0;4;0;0;30;9;21;0;t08;2024-10-18
³ódzkie;18;6;24;0.07;0.02;0.10;0;0;0;52;0;0;108;27;81;0;t10;2024-10-18
ma³opolskie;30;11;41;0.09;0.03;0.12;0;0;0;77;0;0;153;41;111;1;t12;2024-10-18
mazowieckie;60;21;81;0.11;0.04;0.15;0;0;0;89;0;0;525;86;439;0;t14;2024-10-18
opolskie;4;4;8;0.04;0.04;0.08;0;0;0;10;0;0;36;9;27;0;t16;2024-10-18
podkarpackie;35;16;51;0.16;0.08;0.24;0;0;0;87;0;0;139;60;79;0;t18;2024-10-18
podlaskie;24;18;42;0.20;0.15;0.36;0;0;0;74;0;0;126;45;81;0;t20;2024-10-18
pomorskie;9;6;15;0.04;0.03;0.06;0;0;0;29;0;0;101;16;85;0;t22;2024-10-18
œl¹skie;18;10;28;0.04;0.02;0.06;1;1;0;80;0;0;168;32;136;0;t24;2024-10-18
œwiêtokrzyskie;16;7;23;0.13;0.06;0.19;0;0;0;16;0;0;50;25;25;0;t26;2024-10-18
warmiñsko-mazurskie;9;10;19;0.06;0.07;0.13;0;0;0;35;0;0;57;19;38;0;t28;2024-10-18
wielkopolskie;26;8;34;0.07;0.02;0.10;0;0;0;31;0;0;104;35;69;0;t30;2024-10-18
zachodniopomorskie;23;7;30;0.14;0.04;0.18;0;0;0;40;0;0;84;31;52;1;t32;2024-10-18
