wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1662;719;2381;0.43;0.19;0.62;5;1;4;2025;0;0;4686;2454;2228;4;t00;2023-11-29
dolnoœl¹skie;84;31;115;0.29;0.11;0.40;0;0;0;96;0;0;242;115;127;0;t02;2023-11-29
kujawsko-pomorskie;131;56;187;0.63;0.27;0.90;0;0;0;179;0;0;377;193;184;0;t04;2023-11-29
lubelskie;155;54;209;0.74;0.26;0.99;0;0;0;193;0;0;346;220;126;0;t06;2023-11-29
lubuskie;56;21;77;0.55;0.21;0.76;0;0;0;54;0;0;144;78;66;0;t08;2023-11-29
³ódzkie;72;27;99;0.29;0.11;0.40;0;0;0;103;0;0;197;102;93;2;t10;2023-11-29
ma³opolskie;122;44;166;0.36;0.13;0.49;0;0;0;171;0;0;322;173;149;0;t12;2023-11-29
mazowieckie;251;93;344;0.46;0.17;0.63;0;0;0;229;0;0;864;354;510;0;t14;2023-11-29
opolskie;26;16;42;0.27;0.16;0.43;2;0;2;23;0;0;119;44;75;0;t16;2023-11-29
podkarpackie;107;28;135;0.50;0.13;0.64;0;0;0;119;0;0;226;137;89;0;t18;2023-11-29
podlaskie;90;52;142;0.76;0.44;1.21;0;0;0;117;0;0;246;144;102;0;t20;2023-11-29
pomorskie;59;35;94;0.25;0.15;0.40;1;0;1;70;0;0;161;97;64;0;t22;2023-11-29
œl¹skie;120;76;196;0.27;0.17;0.43;0;0;0;212;0;0;423;205;216;2;t24;2023-11-29
œwiêtokrzyskie;60;11;71;0.49;0.09;0.58;0;0;0;56;0;0;112;74;38;0;t26;2023-11-29
warmiñsko-mazurskie;83;34;117;0.58;0.24;0.82;0;0;0;102;0;0;186;118;68;0;t28;2023-11-29
wielkopolskie;141;86;227;0.40;0.25;0.65;2;1;1;164;0;0;350;233;117;0;t30;2023-11-29
zachodniopomorskie;92;53;145;0.54;0.31;0.86;0;0;0;133;0;0;293;147;146;0;t32;2023-11-29
