wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;120;55;175;0.03;0.01;0.05;0;0;0;541;0;0;1511;182;1328;1;t00;2024-11-29
dolnoœl¹skie;8;3;11;0.03;0.01;0.04;0;0;0;19;0;0;60;11;49;0;t02;2024-11-29
kujawsko-pomorskie;5;6;11;0.02;0.03;0.05;0;0;0;30;0;0;80;11;69;0;t04;2024-11-29
lubelskie;15;8;23;0.07;0.04;0.11;0;0;0;46;0;0;87;23;64;0;t06;2024-11-29
lubuskie;5;1;6;0.05;0.01;0.06;0;0;0;7;0;0;31;6;25;0;t08;2024-11-29
³ódzkie;4;2;6;0.02;0.01;0.02;0;0;0;21;0;0;41;6;35;0;t10;2024-11-29
ma³opolskie;8;4;12;0.02;0.01;0.04;0;0;0;58;0;0;126;13;113;0;t12;2024-11-29
mazowieckie;20;3;23;0.04;0.01;0.04;0;0;0;57;0;0;421;27;394;0;t14;2024-11-29
opolskie;5;2;7;0.05;0.02;0.07;0;0;0;6;0;0;26;7;19;0;t16;2024-11-29
podkarpackie;7;2;9;0.03;0.01;0.04;0;0;0;107;0;0;162;10;152;0;t18;2024-11-29
podlaskie;10;13;23;0.08;0.11;0.20;0;0;0;57;0;0;84;23;61;0;t20;2024-11-29
pomorskie;5;1;6;0.02;0.00;0.03;0;0;0;20;0;0;78;6;72;0;t22;2024-11-29
œl¹skie;10;2;12;0.02;0.00;0.03;0;0;0;50;0;0;116;12;104;0;t24;2024-11-29
œwiêtokrzyskie;3;3;6;0.02;0.02;0.05;0;0;0;7;0;0;28;6;21;1;t26;2024-11-29
warmiñsko-mazurskie;3;2;5;0.02;0.01;0.04;0;0;0;12;0;0;30;5;25;0;t28;2024-11-29
wielkopolskie;9;2;11;0.03;0.01;0.03;0;0;0;19;0;0;68;12;56;0;t30;2024-11-29
zachodniopomorskie;3;1;4;0.02;0.01;0.02;0;0;0;25;0;0;42;4;38;0;t32;2024-11-29
