wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1140;450;1590;0.30;0.12;0.41;39;32;7;1334;0;0;3544;1669;1871;4;t00;2023-11-22
dolnoœl¹skie;88;37;125;0.30;0.13;0.43;6;6;0;77;0;0;234;128;106;0;t02;2023-11-22
kujawsko-pomorskie;66;33;99;0.32;0.16;0.48;1;1;0;98;0;0;254;99;154;1;t04;2023-11-22
lubelskie;118;48;166;0.56;0.23;0.79;0;0;0;160;0;0;366;184;182;0;t06;2023-11-22
lubuskie;39;16;55;0.39;0.16;0.54;1;0;1;34;0;0;95;57;38;0;t08;2023-11-22
³ódzkie;36;18;54;0.15;0.07;0.22;19;19;0;48;0;0;97;55;42;0;t10;2023-11-22
ma³opolskie;78;23;101;0.23;0.07;0.30;0;0;0;118;0;0;217;107;110;0;t12;2023-11-22
mazowieckie;161;52;213;0.30;0.10;0.39;2;1;1;142;0;0;687;219;467;1;t14;2023-11-22
opolskie;30;11;41;0.31;0.11;0.42;0;0;0;23;0;0;104;43;61;0;t16;2023-11-22
podkarpackie;53;17;70;0.25;0.08;0.33;0;0;0;57;0;0;144;78;66;0;t18;2023-11-22
podlaskie;68;21;89;0.58;0.18;0.76;0;0;0;81;0;0;173;90;83;0;t20;2023-11-22
pomorskie;39;26;65;0.17;0.11;0.28;0;0;0;69;0;0;149;65;84;0;t22;2023-11-22
œl¹skie;119;42;161;0.26;0.09;0.36;3;3;0;167;0;0;331;169;161;1;t24;2023-11-22
œwiêtokrzyskie;36;19;55;0.29;0.15;0.45;3;1;2;45;0;0;64;55;9;0;t26;2023-11-22
warmiñsko-mazurskie;53;24;77;0.37;0.17;0.54;1;0;1;62;0;0;134;79;55;0;t28;2023-11-22
wielkopolskie;82;40;122;0.23;0.11;0.35;3;1;2;83;0;0;209;142;66;1;t30;2023-11-22
zachodniopomorskie;63;22;85;0.37;0.13;0.50;0;0;0;69;0;0;188;86;102;0;t32;2023-11-22
