wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;32874;8.57;653;151;502;45272;14553;449126;102818;34761;66020;2037;t00;2021-03-30
dolnoœl¹skie;2826;9.75;56;25;31;3792;1371;37088;7541;2992;4423;126;t02;2021-03-30
kujawsko-pomorskie;1659;8.02;49;6;43;2510;708;21660;5375;1841;3403;131;t04;2021-03-30
lubelskie;987;4.69;47;6;41;1930;227;15850;3860;1032;2780;48;t06;2021-03-30
lubuskie;733;7.26;14;12;2;1170;510;11671;2518;795;1697;26;t08;2021-03-30
³ódzkie;1832;7.48;46;7;39;3121;600;26239;6907;1931;4903;73;t10;2021-03-30
ma³opolskie;2766;8.10;40;19;21;3604;1251;38823;7817;2898;4707;212;t12;2021-03-30
mazowieckie;4813;8.87;75;11;64;6300;3119;76208;15432;5121;9884;427;t14;2021-03-30
opolskie;641;6.54;16;1;15;900;222;8582;1981;672;1290;19;t16;2021-03-30
podkarpackie;1286;6.05;39;3;36;1969;665;23237;4102;1386;2657;59;t18;2021-03-30
podlaskie;672;5.71;22;1;21;932;159;7868;2169;722;1422;25;t20;2021-03-30
pomorskie;1433;6.11;24;6;18;2465;1119;29282;5532;1521;3890;121;t22;2021-03-30
œl¹skie;6092;13.51;95;22;73;7066;1966;62987;14935;6327;8333;275;t24;2021-03-30
œwiêtokrzyskie;812;6.60;33;8;25;1156;406;11990;2818;873;1782;163;t26;2021-03-30
warmiñsko-mazurskie;908;6.39;21;5;16;1560;340;13927;3371;958;2377;36;t28;2021-03-30
wielkopolskie;3695;10.56;61;19;42;4985;1253;48155;9737;3831;5755;151;t30;2021-03-30
zachodniopomorskie;1330;7.85;15;0;15;1776;547;15468;4449;1450;2897;102;t32;2021-03-30
