wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;100;0.03;21;5;16;2159;215;58801;43297;166;43048;83;t00;2021-06-25
dolnoœl¹skie;11;0.04;1;1;0;172;20;4008;3135;13;3115;7;t02;2021-06-25
kujawsko-pomorskie;1;0.00;4;2;2;108;8;1345;1883;2;1877;4;t04;2021-06-25
lubelskie;12;0.06;5;0;5;113;12;4426;1763;15;1746;2;t06;2021-06-25
lubuskie;0;0;0;0;0;38;3;1198;1075;2;1072;1;t08;2021-06-25
³ódzkie;10;0.04;2;0;2;337;22;4992;2933;23;2904;6;t10;2021-06-25
ma³opolskie;8;0.02;3;1;2;147;21;3105;3491;10;3473;8;t12;2021-06-25
mazowieckie;10;0.02;1;0;1;351;22;20391;6037;22;5991;24;t14;2021-06-25
opolskie;3;0.03;0;0;0;31;12;1152;878;5;873;0;t16;2021-06-25
podkarpackie;5;0.02;1;0;1;78;3;1478;2163;14;2148;1;t18;2021-06-25
podlaskie;2;0.02;0;0;0;38;10;862;945;4;940;1;t20;2021-06-25
pomorskie;6;0.03;1;0;1;140;10;2904;2552;7;2542;3;t22;2021-06-25
œl¹skie;7;0.02;1;0;1;217;32;3646;5027;18;4993;16;t24;2021-06-25
œwiêtokrzyskie;4;0.03;0;0;0;37;6;2586;996;5;987;4;t26;2021-06-25
warmiñsko-mazurskie;5;0.04;0;0;0;56;6;883;1254;7;1244;3;t28;2021-06-25
wielkopolskie;9;0.03;0;0;0;184;19;4107;3126;12;3113;1;t30;2021-06-25
zachodniopomorskie;4;0.02;2;1;1;111;9;1697;1444;4;1439;1;t32;2021-06-25
