wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;324;0.08;0;0;0;223;252;53014;30119;361;29713;45;t00;2021-09-04
dolnoœl¹skie;17;0.06;0;0;0;4;8;4854;1579;19;1559;1;t02;2021-09-04
kujawsko-pomorskie;16;0.08;0;0;0;7;8;1454;1134;20;1110;4;t04;2021-09-04
lubelskie;21;0.10;0;0;0;8;13;2543;1472;22;1448;2;t06;2021-09-04
lubuskie;10;0.10;0;0;0;5;6;1294;603;10;591;2;t08;2021-09-04
³ódzkie;16;0.07;0;0;0;8;18;3867;1907;19;1886;2;t10;2021-09-04
ma³opolskie;43;0.13;0;0;0;17;19;3160;3059;48;3009;2;t12;2021-09-04
mazowieckie;54;0.10;0;0;0;82;48;16317;3602;57;3536;9;t14;2021-09-04
opolskie;7;0.07;0;0;0;0;6;1343;804;10;793;1;t16;2021-09-04
podkarpackie;25;0.12;0;0;0;49;24;1360;1960;28;1931;1;t18;2021-09-04
podlaskie;18;0.15;0;0;0;1;12;1223;789;21;766;2;t20;2021-09-04
pomorskie;11;0.05;0;0;0;6;21;3202;1692;13;1678;1;t22;2021-09-04
œl¹skie;32;0.07;0;0;0;4;15;4320;3157;35;3115;7;t24;2021-09-04
œwiêtokrzyskie;9;0.07;0;0;0;0;7;758;942;10;932;0;t26;2021-09-04
warmiñsko-mazurskie;3;0.02;0;0;0;1;6;842;783;3;778;2;t28;2021-09-04
wielkopolskie;17;0.05;0;0;0;22;18;4585;2055;19;2035;1;t30;2021-09-04
zachodniopomorskie;19;0.11;0;0;0;8;20;1867;1161;21;1137;3;t32;2021-09-04
