wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9902;2.58;64;19;45;584;31032;412774;39393;11084;27486;823;t00;2021-04-04
dolnoœl¹skie;986;3.40;0;0;0;28;2553;34840;2976;1089;1822;65;t02;2021-04-04
kujawsko-pomorskie;376;1.82;3;2;1;67;1508;19263;1813;569;1215;29;t04;2021-04-04
lubelskie;237;1.13;2;0;2;28;916;15083;1217;312;881;24;t06;2021-04-04
lubuskie;267;2.64;1;1;0;4;840;11383;1177;293;866;18;t08;2021-04-04
³ódzkie;837;3.42;0;0;0;130;1708;25233;2916;891;2002;23;t10;2021-04-04
ma³opolskie;922;2.70;8;7;1;11;2743;35631;3667;994;2584;89;t12;2021-04-04
mazowieckie;916;1.69;4;0;4;56;5138;68743;4863;1176;3569;118;t14;2021-04-04
opolskie;237;2.42;0;0;0;7;600;8486;1185;254;922;9;t16;2021-04-04
podkarpackie;495;2.33;4;1;3;39;1450;20911;1636;540;1074;22;t18;2021-04-04
podlaskie;127;1.08;0;0;0;2;558;6999;674;174;496;4;t20;2021-04-04
pomorskie;550;2.34;4;1;3;16;1847;24123;2443;586;1799;58;t22;2021-04-04
œl¹skie;1734;3.85;5;1;4;100;4953;59133;5081;1840;3120;121;t24;2021-04-04
œwiêtokrzyskie;376;3.06;4;1;3;11;1031;11082;1312;420;801;91;t26;2021-04-04
warmiñsko-mazurskie;127;0.89;0;0;0;4;957;11209;756;136;606;14;t28;2021-04-04
wielkopolskie;1255;3.59;28;5;23;62;3177;46053;4007;1305;2603;99;t30;2021-04-04
zachodniopomorskie;307;1.81;1;0;1;19;925;14543;1371;343;1012;16;t32;2021-04-04
