wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2285;833;3118;0.60;0.22;0.81;3;2;1;2631;0;0;5331;3203;2126;2;t00;2024-09-09
dolnoœl¹skie;89;41;130;0.31;0.14;0.45;0;0;0;68;0;0;230;132;98;0;t02;2024-09-09
kujawsko-pomorskie;238;100;338;1.15;0.48;1.63;0;0;0;252;0;0;585;349;236;0;t04;2024-09-09
lubelskie;267;117;384;1.27;0.56;1.83;0;0;0;339;0;0;524;391;132;1;t06;2024-09-09
lubuskie;40;22;62;0.40;0.22;0.61;0;0;0;48;0;0;89;63;26;0;t08;2024-09-09
³ódzkie;84;31;115;0.34;0.13;0.47;0;0;0;127;0;0;194;118;76;0;t10;2024-09-09
ma³opolskie;145;42;187;0.42;0.12;0.55;0;0;0;181;0;0;307;191;116;0;t12;2024-09-09
mazowieckie;492;147;639;0.91;0.27;1.18;2;2;0;482;0;0;1193;651;542;0;t14;2024-09-09
opolskie;29;10;39;0.30;0.10;0.40;0;0;0;27;0;0;98;40;58;0;t16;2024-09-09
podkarpackie;163;45;208;0.77;0.21;0.98;0;0;0;169;0;0;319;218;100;1;t18;2024-09-09
podlaskie;127;34;161;1.08;0.29;1.37;0;0;0;166;0;0;278;166;112;0;t20;2024-09-09
pomorskie;88;29;117;0.37;0.12;0.50;0;0;0;116;0;0;230;119;111;0;t22;2024-09-09
œl¹skie;99;34;133;0.22;0.08;0.30;0;0;0;151;0;0;290;136;154;0;t24;2024-09-09
œwiêtokrzyskie;71;29;100;0.58;0.24;0.81;1;0;1;77;0;0;126;101;25;0;t26;2024-09-09
warmiñsko-mazurskie;102;49;151;0.72;0.34;1.06;0;0;0;134;0;0;241;164;77;0;t28;2024-09-09
wielkopolskie;165;71;236;0.47;0.20;0.67;0;0;0;173;0;0;318;238;80;0;t30;2024-09-09
zachodniopomorskie;74;29;103;0.44;0.17;0.61;0;0;0;120;0;0;221;103;118;0;t32;2024-09-09
