wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8694;2.27;279;45;234;14960;2461;141093;54781;9387;44606;788;t00;2021-02-16
dolnoœl¹skie;432;1.49;18;8;10;1034;104;7643;3755;470;3244;41;t02;2021-02-16
kujawsko-pomorskie;582;2.81;13;0;13;1119;248;9649;3153;615;2482;56;t04;2021-02-16
lubelskie;359;1.71;17;4;13;572;116;5813;2501;394;2071;36;t06;2021-02-16
lubuskie;245;2.43;18;12;6;516;82;4716;1628;262;1358;8;t08;2021-02-16
³ódzkie;478;1.95;14;3;11;776;105;8182;3441;523;2868;50;t10;2021-02-16
ma³opolskie;515;1.51;24;6;18;804;96;6724;3690;538;3097;55;t12;2021-02-16
mazowieckie;1400;2.58;38;2;36;2725;415;28147;7786;1513;6106;167;t14;2021-02-16
opolskie;89;0.91;15;1;14;224;44;2358;1234;102;1125;7;t16;2021-02-16
podkarpackie;396;1.86;11;0;11;608;125;6293;3013;493;2494;26;t18;2021-02-16
podlaskie;361;3.07;16;0;16;491;74;4659;1464;400;1053;11;t20;2021-02-16
pomorskie;683;2.91;20;1;19;1285;351;13648;3534;721;2749;64;t22;2021-02-16
œl¹skie;872;1.93;30;0;30;1463;203;10884;5627;927;4615;85;t24;2021-02-16
œwiêtokrzyskie;150;1.22;4;1;3;244;49;2160;1421;168;1212;41;t26;2021-02-16
warmiñsko-mazurskie;795;5.60;11;1;10;1102;109;10842;2756;826;1885;45;t28;2021-02-16
wielkopolskie;770;2.20;21;6;15;1317;177;12217;4517;814;3652;51;t30;2021-02-16
zachodniopomorskie;430;2.54;9;0;9;674;126;7148;2429;450;1950;29;t32;2021-02-16
