wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4765;1.24;421;109;312;9746;8592;136787;63455;5264;57557;634;t00;2021-05-07
dolnoœl¹skie;503;1.74;42;17;25;711;977;12699;5045;551;4441;53;t02;2021-05-07
kujawsko-pomorskie;206;1.00;15;1;14;546;435;6282;2979;226;2719;34;t04;2021-05-07
lubelskie;226;1.07;11;1;10;572;404;7054;2948;242;2676;30;t06;2021-05-07
lubuskie;110;1.09;9;4;5;204;173;3436;1825;115;1698;12;t08;2021-05-07
³ódzkie;326;1.33;24;1;23;859;607;9686;4319;377;3883;59;t10;2021-05-07
ma³opolskie;367;1.08;19;9;10;710;671;11077;4742;403;4274;65;t12;2021-05-07
mazowieckie;583;1.07;45;8;37;1261;1028;22958;9509;663;8752;94;t14;2021-05-07
opolskie;165;1.68;8;3;5;239;327;3817;1741;173;1559;9;t16;2021-05-07
podkarpackie;119;0.56;42;1;41;314;211;4068;2932;143;2785;4;t18;2021-05-07
podlaskie;101;0.86;8;0;8;253;165;2700;1364;111;1245;8;t20;2021-05-07
pomorskie;302;1.29;28;5;23;581;440;8227;3668;334;3270;64;t22;2021-05-07
œl¹skie;712;1.58;70;17;53;1252;1372;16683;7535;787;6667;81;t24;2021-05-07
œwiêtokrzyskie;119;0.97;14;3;11;247;194;3324;1857;134;1701;22;t26;2021-05-07
warmiñsko-mazurskie;149;1.05;9;1;8;364;207;3340;1927;164;1750;13;t28;2021-05-07
wielkopolskie;500;1.43;60;36;24;1027;916;14877;4899;523;4333;43;t30;2021-05-07
zachodniopomorskie;224;1.32;17;2;15;599;432;6543;2513;260;2230;23;t32;2021-05-07
