wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7179;1.87;33;10;23;536;15615;167845;50768;8015;42223;530;t00;2022-01-01
dolnoœl¹skie;624;2.15;1;1;0;31;1263;13758;3154;684;2420;50;t02;2022-01-01
kujawsko-pomorskie;312;1.51;1;0;1;33;950;8501;2383;350;1997;36;t04;2022-01-01
lubelskie;196;0.93;0;0;0;30;541;5429;1862;222;1631;9;t06;2022-01-01
lubuskie;251;2.48;0;0;0;5;484;5327;1416;262;1137;17;t08;2022-01-01
³ódzkie;360;1.47;2;0;2;25;974;10080;3146;422;2693;31;t10;2022-01-01
ma³opolskie;764;2.24;1;0;1;22;1504;15664;5002;833;4124;45;t12;2022-01-01
mazowieckie;1131;2.08;18;8;10;35;2143;26342;8227;1264;6874;89;t14;2022-01-01
opolskie;277;2.82;0;0;0;4;546;5437;1137;316;796;25;t16;2022-01-01
podkarpackie;252;1.19;0;0;0;77;507;7143;2335;293;2031;11;t18;2022-01-01
podlaskie;65;0.55;3;1;2;22;180;2594;863;76;782;5;t20;2022-01-01
pomorskie;555;2.37;1;0;1;64;1124;11868;3668;610;3021;37;t22;2022-01-01
œl¹skie;925;2.05;4;0;4;72;2065;19542;5839;1041;4724;74;t24;2022-01-01
œwiêtokrzyskie;174;1.41;0;0;0;10;339;4277;1435;204;1210;21;t26;2022-01-01
warmiñsko-mazurskie;168;1.18;0;0;0;14;449;5205;1203;187;1004;12;t28;2022-01-01
wielkopolskie;765;2.19;0;0;0;70;1621;17874;4422;838;3546;38;t30;2022-01-01
zachodniopomorskie;288;1.70;2;0;2;21;866;8759;2128;333;1772;23;t32;2022-01-01
