wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;9954;2.60;282;64;218;42684;9973;245202;54010;11143;42104;763;t00;2021-03-08
dolnoœl¹skie;681;2.35;18;11;7;3125;685;15358;3773;807;2930;36;t02;2021-03-08
kujawsko-pomorskie;728;3.52;24;1;23;2644;542;14046;3538;805;2679;54;t04;2021-03-08
lubelskie;512;2.43;17;0;17;1639;352;9371;3138;566;2525;47;t06;2021-03-08
lubuskie;240;2.38;4;3;1;1409;388;7458;1596;282;1298;16;t08;2021-03-08
³ódzkie;621;2.54;10;0;10;2318;413;13170;4069;695;3313;61;t10;2021-03-08
ma³opolskie;583;1.71;24;15;9;2902;661;17080;3678;636;3009;33;t12;2021-03-08
mazowieckie;1772;3.26;37;12;25;6990;2069;48812;7923;1983;5747;193;t14;2021-03-08
opolskie;123;1.25;9;1;8;668;151;3570;1178;131;1044;3;t16;2021-03-08
podkarpackie;471;2.22;6;1;5;2287;510;14403;2820;593;2209;18;t18;2021-03-08
podlaskie;303;2.58;3;0;3;1178;227;6867;1411;336;1063;12;t20;2021-03-08
pomorskie;613;2.61;24;4;20;2996;1008;21923;3154;668;2418;68;t22;2021-03-08
œl¹skie;1061;2.35;51;8;43;5464;1010;24506;5508;1200;4251;57;t24;2021-03-08
œwiêtokrzyskie;240;1.95;15;1;14;929;202;4612;1636;274;1288;74;t26;2021-03-08
warmiñsko-mazurskie;835;5.88;21;5;16;2606;550;14646;2638;876;1745;17;t28;2021-03-08
wielkopolskie;663;1.89;17;2;15;3883;840;20666;3673;723;2918;32;t30;2021-03-08
zachodniopomorskie;289;1.71;2;0;2;1621;303;8667;2111;324;1758;29;t32;2021-03-08
