wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5864;1.53;303;53;250;11131;7557;174906;44905;6540;37660;705;t00;2021-01-29
dolnoœl¹skie;338;1.17;14;8;6;662;435;11644;3003;398;2570;35;t02;2021-01-29
kujawsko-pomorskie;482;2.33;24;2;22;954;759;12323;3102;576;2470;56;t04;2021-01-29
lubelskie;318;1.51;19;1;18;549;379;7465;2117;357;1732;28;t06;2021-01-29
lubuskie;178;1.76;6;4;2;304;252;4770;1159;188;954;17;t08;2021-01-29
³ódzkie;335;1.37;14;2;12;654;459;10943;2844;382;2416;46;t10;2021-01-29
ma³opolskie;265;0.78;9;5;4;572;323;8261;2704;283;2382;39;t12;2021-01-29
mazowieckie;950;1.75;46;7;39;1963;1004;36291;6856;1067;5658;131;t14;2021-01-29
opolskie;100;1.02;5;0;5;196;165;3775;781;106;660;15;t16;2021-01-29
podkarpackie;150;0.71;16;3;13;338;239;5551;1640;182;1442;16;t18;2021-01-29
podlaskie;251;2.13;14;0;14;413;267;5439;1254;276;970;8;t20;2021-01-29
pomorskie;523;2.23;37;1;36;950;825;15149;3562;578;2908;76;t22;2021-01-29
œl¹skie;493;1.09;20;5;15;943;540;12968;4039;537;3446;56;t24;2021-01-29
œwiêtokrzyskie;82;0.67;6;0;6;146;134;2637;1400;97;1261;42;t26;2021-01-29
warmiñsko-mazurskie;326;2.29;13;2;11;659;445;9157;1516;345;1145;26;t28;2021-01-29
wielkopolskie;549;1.57;38;13;25;1071;728;18141;3813;589;3183;41;t30;2021-01-29
zachodniopomorskie;396;2.34;22;0;22;750;545;10380;2116;431;1643;42;t32;2021-01-29
