wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4728;1.23;13;6;7;392;2810;185877;33781;5122;28434;225;t00;2021-10-23
dolnoœl¹skie;230;0.79;0;0;0;18;112;8986;1808;248;1542;18;t02;2021-10-23
kujawsko-pomorskie;156;0.75;0;0;0;30;89;6253;1277;166;1104;7;t04;2021-10-23
lubelskie;905;4.30;1;1;0;81;630;28468;3152;975;2149;28;t06;2021-10-23
lubuskie;58;0.57;0;0;0;1;46;4123;786;68;714;4;t08;2021-10-23
³ódzkie;238;0.97;0;0;0;21;162;9877;2369;262;2100;7;t10;2021-10-23
ma³opolskie;201;0.59;0;0;0;17;158;8292;2282;222;2048;12;t12;2021-10-23
mazowieckie;1025;1.89;9;5;4;82;535;43539;5888;1113;4718;57;t14;2021-10-23
opolskie;77;0.79;0;0;0;8;37;3056;669;78;590;1;t16;2021-10-23
podkarpackie;312;1.47;0;0;0;28;110;7509;2237;335;1898;4;t18;2021-10-23
podlaskie;439;3.73;1;0;1;14;284;15726;1372;471;884;17;t20;2021-10-23
pomorskie;179;0.76;0;0;0;22;124;10597;2103;191;1900;12;t22;2021-10-23
œl¹skie;224;0.50;0;0;0;20;127;8840;2855;240;2604;11;t24;2021-10-23
œwiêtokrzyskie;86;0.70;0;0;0;1;30;2565;960;101;854;5;t26;2021-10-23
warmiñsko-mazurskie;134;0.94;0;0;0;13;102;6807;875;149;723;3;t28;2021-10-23
wielkopolskie;196;0.56;0;0;0;17;114;11794;1918;207;1686;25;t30;2021-10-23
zachodniopomorskie;214;1.26;2;0;2;18;139;9413;1479;234;1233;12;t32;2021-10-23
