wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;28542;7.44;592;188;404;44007;13568;588603;115051;30573;82707;1771;t00;2021-12-07
dolnoœl¹skie;2500;8.63;33;21;12;3542;1155;48409;8564;2682;5718;164;t02;2021-12-07
kujawsko-pomorskie;1407;6.80;36;10;26;2746;796;31153;5542;1478;3984;80;t04;2021-12-07
lubelskie;900;4.28;45;14;31;1829;467;21238;5336;967;4327;42;t06;2021-12-07
lubuskie;722;7.15;6;4;2;1421;417;18974;2972;786;2131;55;t08;2021-12-07
³ódzkie;1679;6.86;62;18;44;2674;693;32905;8012;1840;6109;63;t10;2021-12-07
ma³opolskie;2505;7.34;30;14;16;3703;1206;49406;8975;2651;6108;216;t12;2021-12-07
mazowieckie;4035;7.43;78;28;50;5546;2594;91599;17766;4351;13105;310;t14;2021-12-07
opolskie;827;8.43;32;4;28;1252;584;18355;2840;879;1910;51;t16;2021-12-07
podkarpackie;900;4.23;23;2;21;1558;509;22126;4981;994;3962;25;t18;2021-12-07
podlaskie;539;4.58;43;7;36;918;245;12223;2536;574;1941;21;t20;2021-12-07
pomorskie;1760;7.50;19;3;16;2702;835;40274;7099;1858;5132;109;t22;2021-12-07
œl¹skie;4234;9.39;56;27;29;6276;1594;72415;14369;4537;9571;261;t24;2021-12-07
œwiêtokrzyskie;652;5.30;21;4;17;997;206;13240;2992;709;2226;57;t26;2021-12-07
warmiñsko-mazurskie;1218;8.57;37;17;20;1868;347;22460;4708;1290;3377;41;t28;2021-12-07
wielkopolskie;3166;9.04;46;13;33;4484;1031;64741;10274;3331;6750;193;t30;2021-12-07
zachodniopomorskie;1275;7.53;25;2;23;2421;824;28949;5321;1405;3846;70;t32;2021-12-07
