wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;125;61;186;0.03;0.02;0.05;0;0;0;229;0;0;818;192;626;0;t00;2024-07-15
dolnoœl¹skie;7;8;15;0.02;0.03;0.05;0;0;0;14;0;0;27;15;12;0;t02;2024-07-15
kujawsko-pomorskie;10;3;13;0.05;0.01;0.06;0;0;0;10;0;0;55;13;42;0;t04;2024-07-15
lubelskie;9;7;16;0.04;0.03;0.08;0;0;0;19;0;0;37;17;20;0;t06;2024-07-15
lubuskie;2;0;2;0.02;0;0.02;0;0;0;4;0;0;10;2;8;0;t08;2024-07-15
³ódzkie;2;4;6;0.01;0.02;0.02;0;0;0;7;0;0;8;6;2;0;t10;2024-07-15
ma³opolskie;9;1;10;0.03;0.00;0.03;0;0;0;19;0;0;45;11;34;0;t12;2024-07-15
mazowieckie;22;13;35;0.04;0.02;0.06;0;0;0;34;0;0;360;36;324;0;t14;2024-07-15
opolskie;2;0;2;0.02;0;0.02;0;0;0;1;0;0;7;2;5;0;t16;2024-07-15
podkarpackie;8;2;10;0.04;0.01;0.05;0;0;0;10;0;0;22;11;11;0;t18;2024-07-15
podlaskie;8;5;13;0.07;0.04;0.11;0;0;0;20;0;0;36;13;23;0;t20;2024-07-15
pomorskie;8;4;12;0.03;0.02;0.05;0;0;0;20;0;0;33;12;21;0;t22;2024-07-15
œl¹skie;14;3;17;0.03;0.01;0.04;0;0;0;36;0;0;69;17;52;0;t24;2024-07-15
œwiêtokrzyskie;1;1;2;0.01;0.01;0.02;0;0;0;2;0;0;5;2;3;0;t26;2024-07-15
warmiñsko-mazurskie;4;4;8;0.03;0.03;0.06;0;0;0;7;0;0;15;8;7;0;t28;2024-07-15
wielkopolskie;11;5;16;0.03;0.01;0.05;0;0;0;13;0;0;29;16;13;0;t30;2024-07-15
zachodniopomorskie;5;1;6;0.03;0.01;0.04;0;0;0;13;0;0;29;6;23;0;t32;2024-07-15
