wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;12347;1340;13687;3.22;0.35;3.57;25;8;17;958;34560;220100;65689;15308;49096;1285;t00;2022-02-19
dolnoœl¹skie;839;71;910;2.89;0.24;3.14;2;1;1;33;2802;16238;3914;1021;2812;81;t02;2022-02-19
kujawsko-pomorskie;1127;140;1267;5.45;0.68;6.12;0;0;0;86;3601;18240;4650;1486;2997;167;t04;2022-02-19
lubelskie;542;50;592;2.58;0.24;2.81;0;0;0;71;1706;10678;3196;663;2498;35;t06;2022-02-19
lubuskie;589;64;653;5.83;0.63;6.46;0;0;0;18;1306;8864;2129;721;1337;71;t08;2022-02-19
³ódzkie;692;58;750;2.83;0.24;3.06;0;0;0;40;2071;13376;3958;855;3047;56;t10;2022-02-19
ma³opolskie;659;81;740;1.93;0.24;2.17;0;0;0;31;1907;13045;4327;821;3431;75;t12;2022-02-19
mazowieckie;1839;181;2020;3.39;0.33;3.72;8;3;5;126;4364;35416;10757;2298;8287;172;t14;2022-02-19
opolskie;280;34;314;2.85;0.35;3.20;0;0;0;117;880;5729;1530;348;1158;24;t16;2022-02-19
podkarpackie;205;22;227;0.96;0.10;1.07;0;0;0;28;703;6391;2300;248;2038;14;t18;2022-02-19
podlaskie;257;35;292;2.18;0.30;2.48;1;0;1;14;682;5643;1385;331;1033;21;t20;2022-02-19
pomorskie;732;91;823;3.12;0.39;3.51;5;1;4;55;2410;13277;5019;925;3973;121;t22;2022-02-19
œl¹skie;1162;137;1299;2.58;0.30;2.88;5;3;2;74;3413;18656;7261;1439;5682;140;t24;2022-02-19
œwiêtokrzyskie;473;43;516;3.85;0.35;4.19;0;0;0;11;1068;7061;2110;560;1479;71;t26;2022-02-19
warmiñsko-mazurskie;376;54;430;2.65;0.38;3.03;1;0;1;14;1062;7868;1747;466;1263;18;t28;2022-02-19
wielkopolskie;1838;207;2045;5.25;0.59;5.84;0;0;0;93;4642;28471;7230;2222;4887;121;t30;2022-02-19
zachodniopomorskie;660;71;731;3.90;0.42;4.32;3;0;3;146;1868;10777;2897;819;1993;85;t32;2022-02-19
