wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7008;1.83;456;95;361;12118;4845;144541;51690;7663;43300;727;t00;2021-02-10
dolnoœl¹skie;396;1.37;22;6;16;697;269;7959;3174;439;2705;30;t02;2021-02-10
kujawsko-pomorskie;567;2.74;31;2;29;976;456;10714;2877;616;2188;73;t04;2021-02-10
lubelskie;320;1.52;44;1;43;534;271;6531;2325;349;1948;28;t06;2021-02-10
lubuskie;227;2.25;19;15;4;381;129;4532;1340;245;1089;6;t08;2021-02-10
³ódzkie;416;1.70;28;4;24;646;285;8567;3158;460;2634;64;t10;2021-02-10
ma³opolskie;364;1.07;27;18;9;658;231;7314;3413;388;2988;37;t12;2021-02-10
mazowieckie;1087;2.00;88;18;70;2151;706;28352;8109;1220;6740;149;t14;2021-02-10
opolskie;152;1.55;3;0;3;176;86;2584;1367;169;1184;14;t16;2021-02-10
podkarpackie;357;1.68;8;3;5;486;185;5799;2555;396;2132;27;t18;2021-02-10
podlaskie;252;2.14;11;0;11;438;174;4770;1260;270;979;11;t20;2021-02-10
pomorskie;702;2.99;75;5;70;1002;389;13603;3700;734;2900;66;t22;2021-02-10
œl¹skie;621;1.38;22;3;19;1192;487;10746;5162;673;4429;60;t24;2021-02-10
œwiêtokrzyskie;119;0.97;11;0;11;195;80;2178;1647;139;1475;33;t26;2021-02-10
warmiñsko-mazurskie;494;3.48;15;3;12;844;384;9146;2606;513;2065;28;t28;2021-02-10
wielkopolskie;556;1.59;38;17;21;1145;384;14119;4380;615;3723;42;t30;2021-02-10
zachodniopomorskie;272;1.61;14;0;14;594;283;7620;2135;321;1785;29;t32;2021-02-10
