wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2942;551;3493;0.77;0.14;0.91;12;4;8;3202;10;0;9881;3686;6143;52;t00;2022-07-22
dolnoœl¹skie;215;53;268;0.74;0.18;0.92;0;0;0;233;1;0;562;279;282;1;t02;2022-07-22
kujawsko-pomorskie;112;27;139;0.54;0.13;0.67;1;0;1;147;3;0;399;144;254;1;t04;2022-07-22
lubelskie;137;38;175;0.65;0.18;0.83;0;0;0;179;0;0;631;197;433;1;t06;2022-07-22
lubuskie;49;8;57;0.49;0.08;0.56;1;1;0;47;0;0;156;60;94;2;t08;2022-07-22
³ódzkie;138;25;163;0.56;0.10;0.67;0;0;0;164;1;0;456;170;284;2;t10;2022-07-22
ma³opolskie;268;47;315;0.79;0.14;0.92;2;0;2;293;1;0;849;320;520;9;t12;2022-07-22
mazowieckie;568;98;666;1.05;0.18;1.23;1;1;0;567;1;0;1940;706;1222;12;t14;2022-07-22
opolskie;60;14;74;0.61;0.14;0.75;0;0;0;71;0;0;260;81;177;2;t16;2022-07-22
podkarpackie;111;13;124;0.52;0.06;0.58;2;0;2;110;2;0;380;126;254;0;t18;2022-07-22
podlaskie;108;10;118;0.92;0.08;1.00;0;0;0;142;0;0;290;122;167;1;t20;2022-07-22
pomorskie;181;44;225;0.77;0.19;0.96;1;0;1;181;0;0;524;234;288;2;t22;2022-07-22
œl¹skie;376;78;454;0.83;0.17;1.01;2;1;1;427;0;0;1226;480;735;11;t24;2022-07-22
œwiêtokrzyskie;79;17;96;0.64;0.14;0.78;1;0;1;100;0;0;362;110;251;1;t26;2022-07-22
warmiñsko-mazurskie;107;20;127;0.75;0.14;0.89;1;1;0;121;0;0;340;137;203;0;t28;2022-07-22
wielkopolskie;181;39;220;0.52;0.11;0.63;0;0;0;192;0;0;548;230;314;4;t30;2022-07-22
zachodniopomorskie;109;17;126;0.64;0.10;0.74;0;0;0;126;1;0;444;137;306;1;t32;2022-07-22
