wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6379;1.66;247;46;201;11529;6326;149615;48897;7077;41122;698;t00;2021-02-11
dolnoœl¹skie;399;1.38;21;7;14;841;335;8191;3456;441;2967;48;t02;2021-02-11
kujawsko-pomorskie;512;2.47;15;1;14;924;425;11055;3206;570;2579;57;t04;2021-02-11
lubelskie;316;1.50;20;3;17;511;314;6647;2392;349;2027;16;t06;2021-02-11
lubuskie;221;2.19;6;2;4;409;187;4787;1543;261;1250;32;t08;2021-02-11
³ódzkie;249;1.02;18;5;13;619;375;8807;2571;298;2219;54;t10;2021-02-11
ma³opolskie;251;0.74;14;6;8;483;327;7212;2884;273;2572;39;t12;2021-02-11
mazowieckie;1010;1.86;25;5;20;2053;1100;29605;8019;1121;6775;123;t14;2021-02-11
opolskie;85;0.87;6;0;6;175;114;2692;808;95;707;6;t16;2021-02-11
podkarpackie;328;1.54;11;1;10;380;206;6110;2202;371;1809;22;t18;2021-02-11
podlaskie;266;2.26;10;1;9;378;238;4914;1269;289;962;18;t20;2021-02-11
pomorskie;581;2.48;30;3;27;1085;585;14092;3457;635;2739;83;t22;2021-02-11
œl¹skie;523;1.16;19;2;17;1031;579;10845;4724;584;4100;40;t24;2021-02-11
œwiêtokrzyskie;131;1.07;7;0;7;180;89;2166;1455;157;1252;46;t26;2021-02-11
warmiñsko-mazurskie;534;3.76;11;2;9;803;470;9786;1877;556;1305;16;t28;2021-02-11
wielkopolskie;535;1.53;15;8;7;1062;568;14617;3966;579;3355;32;t30;2021-02-11
zachodniopomorskie;316;1.87;19;0;19;591;372;8082;2191;358;1795;38;t32;2021-02-11
