wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;510;0.13;6;0;6;3753;307;62438;37704;593;37021;90;t00;2021-09-08
dolnoœl¹skie;37;0.13;0;0;0;246;14;5345;2808;46;2755;7;t02;2021-09-08
kujawsko-pomorskie;24;0.12;0;0;0;210;11;1990;1620;27;1589;4;t04;2021-09-08
lubelskie;75;0.36;1;0;1;244;30;3299;2038;84;1944;10;t06;2021-09-08
lubuskie;11;0.11;1;0;1;74;4;1742;895;12;881;2;t08;2021-09-08
³ódzkie;36;0.15;0;0;0;278;26;4627;2675;38;2632;5;t10;2021-09-08
ma³opolskie;44;0.13;1;0;1;299;43;3780;2637;49;2580;8;t12;2021-09-08
mazowieckie;54;0.10;3;0;3;608;45;18570;4867;62;4784;21;t14;2021-09-08
opolskie;12;0.12;0;0;0;82;5;1485;825;17;808;0;t16;2021-09-08
podkarpackie;45;0.21;0;0;0;172;21;1823;2182;51;2131;0;t18;2021-09-08
podlaskie;40;0.34;0;0;0;130;16;1658;1048;46;996;6;t20;2021-09-08
pomorskie;30;0.13;0;0;0;274;15;3545;2228;32;2186;10;t22;2021-09-08
œl¹skie;24;0.05;0;0;0;394;23;4887;4257;32;4220;5;t24;2021-09-08
œwiêtokrzyskie;4;0.03;0;0;0;66;16;873;1133;6;1125;2;t26;2021-09-08
warmiñsko-mazurskie;14;0.10;0;0;0;138;9;1200;1286;17;1266;3;t28;2021-09-08
wielkopolskie;24;0.07;0;0;0;335;14;5106;2288;29;2258;1;t30;2021-09-08
zachodniopomorskie;28;0.17;0;0;0;195;15;2476;1801;36;1760;5;t32;2021-09-08
