wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;70;21;91;0.02;0.01;0.02;0;0;0;10;0;0;609;95;513;1;t00;2024-09-29
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t02;2024-09-29
kujawsko-pomorskie;4;1;5;0.02;0.00;0.02;0;0;0;0;0;0;6;5;1;0;t04;2024-09-29
lubelskie;9;5;14;0.04;0.02;0.07;0;0;0;1;0;0;41;15;25;1;t06;2024-09-29
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t08;2024-09-29
³ódzkie;7;1;8;0.03;0.00;0.03;0;0;0;0;0;0;12;8;4;0;t10;2024-09-29
ma³opolskie;8;3;11;0.02;0.01;0.03;0;0;0;1;0;0;40;12;28;0;t12;2024-09-29
mazowieckie;3;4;7;0.01;0.01;0.01;0;0;0;0;0;0;320;8;312;0;t14;2024-09-29
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t16;2024-09-29
podkarpackie;11;1;12;0.05;0.00;0.06;0;0;0;0;0;0;19;13;6;0;t18;2024-09-29
podlaskie;2;2;4;0.02;0.02;0.03;0;0;0;0;0;0;17;4;13;0;t20;2024-09-29
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;15;1;14;0;t22;2024-09-29
œl¹skie;5;2;7;0.01;0.00;0.02;0;0;0;0;0;0;34;7;27;0;t24;2024-09-29
œwiêtokrzyskie;10;0;10;0.08;0;0.08;0;0;0;8;0;0;21;10;11;0;t26;2024-09-29
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;9;1;8;0;t28;2024-09-29
wielkopolskie;4;1;5;0.01;0.00;0.01;0;0;0;0;0;0;14;5;9;0;t30;2024-09-29
zachodniopomorskie;3;1;4;0.02;0.01;0.02;0;0;0;0;0;0;12;4;8;0;t32;2024-09-29
