wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;400;0.10;95;26;69;6285;652;63352;64590;630;63736;224;t00;2021-06-07
dolnoœl¹skie;33;0.11;8;5;3;482;62;4809;4655;56;4588;11;t02;2021-06-07
kujawsko-pomorskie;14;0.07;5;0;5;323;28;1959;3310;15;3285;10;t04;2021-06-07
lubelskie;29;0.14;3;1;2;378;27;2615;3202;38;3150;14;t06;2021-06-07
lubuskie;14;0.14;2;0;2;118;16;1452;1793;16;1771;6;t08;2021-06-07
³ódzkie;37;0.15;6;1;5;523;61;4960;4884;76;4779;29;t10;2021-06-07
ma³opolskie;31;0.09;12;6;6;459;56;3922;5032;40;4985;7;t12;2021-06-07
mazowieckie;56;0.10;6;1;5;894;77;19505;10080;102;9945;33;t14;2021-06-07
opolskie;12;0.12;2;0;2;144;36;1621;1447;23;1420;4;t16;2021-06-07
podkarpackie;33;0.16;2;0;2;379;13;1737;2869;37;2828;4;t18;2021-06-07
podlaskie;4;0.03;3;0;3;117;14;1084;1467;8;1452;7;t20;2021-06-07
pomorskie;18;0.08;1;0;1;367;45;3713;3963;24;3921;18;t22;2021-06-07
œl¹skie;30;0.07;17;5;12;749;88;5072;7029;54;6940;35;t24;2021-06-07
œwiêtokrzyskie;16;0.13;18;4;14;128;14;1072;1594;19;1568;7;t26;2021-06-07
warmiñsko-mazurskie;13;0.09;5;1;4;215;17;1330;2164;20;2138;6;t28;2021-06-07
wielkopolskie;33;0.09;2;2;0;657;72;5957;4852;68;4768;16;t30;2021-06-07
zachodniopomorskie;20;0.12;3;0;3;347;23;2535;2824;26;2786;12;t32;2021-06-07
