wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;117;45;162;0.03;0.01;0.04;3;2;1;838;0;0;2317;168;2148;1;t00;2024-12-11
dolnoœl¹skie;2;2;4;0.01;0.01;0.01;0;0;0;26;0;0;84;4;80;0;t02;2024-12-11
kujawsko-pomorskie;5;4;9;0.02;0.02;0.04;1;1;0;48;0;0;238;9;228;1;t04;2024-12-11
lubelskie;8;4;12;0.04;0.02;0.06;0;0;0;28;0;0;83;14;69;0;t06;2024-12-11
lubuskie;2;0;2;0.02;0;0.02;0;0;0;9;0;0;23;2;21;0;t08;2024-12-11
³ódzkie;6;3;9;0.02;0.01;0.04;1;0;1;16;0;0;55;9;46;0;t10;2024-12-11
ma³opolskie;12;3;15;0.04;0.01;0.04;0;0;0;155;0;0;304;15;289;0;t12;2024-12-11
mazowieckie;18;10;28;0.03;0.02;0.05;0;0;0;64;0;0;503;28;475;0;t14;2024-12-11
opolskie;4;1;5;0.04;0.01;0.05;0;0;0;4;0;0;53;5;48;0;t16;2024-12-11
podkarpackie;12;3;15;0.06;0.01;0.07;1;1;0;195;0;0;314;16;298;0;t18;2024-12-11
podlaskie;14;1;15;0.12;0.01;0.13;0;0;0;66;0;0;103;16;87;0;t20;2024-12-11
pomorskie;4;0;4;0.02;0;0.02;0;0;0;40;0;0;95;4;91;0;t22;2024-12-11
œl¹skie;8;4;12;0.02;0.01;0.03;0;0;0;95;0;0;193;12;181;0;t24;2024-12-11
œwiêtokrzyskie;11;2;13;0.09;0.02;0.11;0;0;0;16;0;0;42;13;29;0;t26;2024-12-11
warmiñsko-mazurskie;1;1;2;0.01;0.01;0.01;0;0;0;20;0;0;43;2;41;0;t28;2024-12-11
wielkopolskie;5;3;8;0.01;0.01;0.02;0;0;0;15;0;0;49;8;41;0;t30;2024-12-11
zachodniopomorskie;5;3;8;0.03;0.02;0.05;0;0;0;38;0;0;86;10;76;0;t32;2024-12-11
