wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;19652;5.12;377;109;268;45760;12137;377696;100527;23002;76332;1193;t00;2022-01-17
dolnoœl¹skie;1879;6.48;28;16;12;3494;1051;29762;7491;2172;5222;97;t02;2022-01-17
kujawsko-pomorskie;776;3.75;17;6;11;1903;458;11781;5031;967;4015;49;t04;2022-01-17
lubelskie;1274;6.06;14;3;11;2737;501;17145;6440;1450;4943;47;t06;2022-01-17
lubuskie;205;2.03;10;3;7;814;220;5987;1949;238;1701;10;t08;2022-01-17
³ódzkie;1191;4.86;36;12;24;2557;675;20805;6821;1464;5289;68;t10;2022-01-17
ma³opolskie;2000;5.86;43;16;27;4052;1621;35794;8482;2335;5988;159;t12;2022-01-17
mazowieckie;3610;6.65;46;13;33;6472;2020;74517;16613;4171;12233;209;t14;2022-01-17
opolskie;394;4.02;10;2;8;1224;321;10607;2301;461;1818;22;t16;2022-01-17
podkarpackie;1204;5.66;9;2;7;2819;539;22270;5715;1423;4273;19;t18;2022-01-17
podlaskie;376;3.20;4;0;4;1144;240;7641;2468;440;2003;25;t20;2022-01-17
pomorskie;1063;4.53;21;1;20;3149;841;31282;5811;1219;4506;86;t22;2022-01-17
œl¹skie;2193;4.86;59;6;53;6942;1516;51092;10470;2611;7712;147;t24;2022-01-17
œwiêtokrzyskie;461;3.75;18;5;13;1061;315;6665;2489;525;1944;20;t26;2022-01-17
warmiñsko-mazurskie;741;5.22;10;3;7;1774;285;12577;4306;866;3399;41;t28;2022-01-17
wielkopolskie;1392;3.98;40;20;20;3346;993;25087;7048;1600;5340;108;t30;2022-01-17
zachodniopomorskie;752;4.44;12;1;11;2224;496;14562;4797;912;3815;70;t32;2022-01-17
