wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;347;101;448;0.09;0.03;0.12;8;2;6;1182;0;0;5458;502;4942;14;t00;2022-12-02
dolnoœl¹skie;33;8;41;0.11;0.03;0.14;0;0;0;76;0;0;270;43;224;3;t02;2022-12-02
kujawsko-pomorskie;28;6;34;0.14;0.03;0.16;1;0;1;84;0;0;329;38;289;2;t04;2022-12-02
lubelskie;23;4;27;0.11;0.02;0.13;0;0;0;96;0;0;441;28;413;0;t06;2022-12-02
lubuskie;13;3;16;0.13;0.03;0.16;2;1;1;32;0;0;117;16;101;0;t08;2022-12-02
³ódzkie;16;1;17;0.07;0.00;0.07;1;0;1;59;0;0;180;19;161;0;t10;2022-12-02
ma³opolskie;21;8;29;0.06;0.02;0.08;0;0;0;90;0;0;355;31;323;1;t12;2022-12-02
mazowieckie;29;10;39;0.05;0.02;0.07;2;0;2;136;0;0;925;44;881;0;t14;2022-12-02
opolskie;16;6;22;0.16;0.06;0.22;0;0;0;33;0;0;233;28;205;0;t16;2022-12-02
podkarpackie;14;6;20;0.07;0.03;0.09;0;0;0;31;0;0;237;24;213;0;t18;2022-12-02
podlaskie;13;5;18;0.11;0.04;0.15;0;0;0;53;0;0;235;22;212;1;t20;2022-12-02
pomorskie;27;4;31;0.12;0.02;0.13;0;0;0;76;0;0;236;32;203;1;t22;2022-12-02
œl¹skie;33;8;41;0.07;0.02;0.09;0;0;0;163;0;0;563;43;520;0;t24;2022-12-02
œwiêtokrzyskie;12;6;18;0.10;0.05;0.15;0;0;0;49;0;0;196;20;176;0;t26;2022-12-02
warmiñsko-mazurskie;9;4;13;0.06;0.03;0.09;1;1;0;43;0;0;233;16;217;0;t28;2022-12-02
wielkopolskie;26;13;39;0.07;0.04;0.11;1;0;1;70;0;0;336;46;285;5;t30;2022-12-02
zachodniopomorskie;29;7;36;0.17;0.04;0.21;0;0;0;89;0;0;225;40;185;0;t32;2022-12-02
