wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;622;214;836;0.16;0.06;0.22;9;0;9;1004;0;0;5273;877;4390;6;t00;2023-01-31
dolnoœl¹skie;50;16;66;0.17;0.06;0.23;0;0;0;57;0;0;214;68;145;1;t02;2023-01-31
kujawsko-pomorskie;42;22;64;0.20;0.11;0.31;0;0;0;54;0;0;251;65;185;1;t04;2023-01-31
lubelskie;30;11;41;0.14;0.05;0.19;1;0;1;50;0;0;366;46;320;0;t06;2023-01-31
lubuskie;12;9;21;0.12;0.09;0.21;0;0;0;34;0;0;123;21;102;0;t08;2023-01-31
³ódzkie;36;11;47;0.15;0.04;0.19;0;0;0;54;0;0;258;51;207;0;t10;2023-01-31
ma³opolskie;46;14;60;0.13;0.04;0.18;0;0;0;115;0;0;368;65;302;1;t12;2023-01-31
mazowieckie;111;35;146;0.20;0.06;0.27;2;0;2;165;0;0;951;149;801;1;t14;2023-01-31
opolskie;10;7;17;0.10;0.07;0.17;1;0;1;27;0;0;223;17;206;0;t16;2023-01-31
podkarpackie;26;3;29;0.12;0.01;0.14;0;0;0;9;0;0;228;34;194;0;t18;2023-01-31
podlaskie;21;8;29;0.18;0.07;0.25;3;0;3;32;0;0;209;31;177;1;t20;2023-01-31
pomorskie;39;11;50;0.17;0.05;0.21;1;0;1;56;0;0;306;53;253;0;t22;2023-01-31
œl¹skie;83;28;111;0.18;0.06;0.25;0;0;0;151;0;0;527;114;413;0;t24;2023-01-31
œwiêtokrzyskie;23;4;27;0.19;0.03;0.22;0;0;0;23;0;0;192;28;164;0;t26;2023-01-31
warmiñsko-mazurskie;18;6;24;0.13;0.04;0.17;0;0;0;21;0;0;216;26;190;0;t28;2023-01-31
wielkopolskie;39;13;52;0.11;0.04;0.15;1;0;1;43;0;0;271;53;217;1;t30;2023-01-31
zachodniopomorskie;23;13;36;0.14;0.08;0.21;0;0;0;111;0;0;307;37;270;0;t32;2023-01-31
