wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1109;0.29;11;7;4;649;4835;100096;33095;1277;31609;209;t00;2021-05-16
dolnoœl¹skie;113;0.39;0;0;0;27;454;8487;2187;137;2026;24;t02;2021-05-16
kujawsko-pomorskie;59;0.29;0;0;0;20;226;4004;1261;64;1188;9;t04;2021-05-16
lubelskie;37;0.18;0;0;0;24;227;5303;1058;45;1011;2;t06;2021-05-16
lubuskie;19;0.19;0;0;0;17;112;2411;802;24;775;3;t08;2021-05-16
³ódzkie;66;0.27;0;0;0;63;368;8145;1785;82;1695;8;t10;2021-05-16
ma³opolskie;91;0.27;3;1;2;26;328;7076;3359;97;3246;16;t12;2021-05-16
mazowieckie;145;0.27;0;0;0;82;662;21031;6103;178;5900;25;t14;2021-05-16
opolskie;45;0.46;0;0;0;12;152;3187;1122;47;1074;1;t16;2021-05-16
podkarpackie;39;0.18;0;0;0;131;145;2504;1598;40;1554;4;t18;2021-05-16
podlaskie;27;0.23;0;0;0;2;104;1803;610;30;574;6;t20;2021-05-16
pomorskie;98;0.42;0;0;0;27;311;5986;2467;111;2339;17;t22;2021-05-16
œl¹skie;128;0.28;1;0;1;23;732;10256;3167;153;2977;37;t24;2021-05-16
œwiêtokrzyskie;37;0.30;6;5;1;8;120;2128;905;44;849;12;t26;2021-05-16
warmiñsko-mazurskie;20;0.14;0;0;0;17;151;2300;749;23;721;5;t28;2021-05-16
wielkopolskie;103;0.29;1;1;0;56;501;10765;2197;107;2067;23;t30;2021-05-16
zachodniopomorskie;66;0.39;0;0;0;108;222;4660;1430;77;1341;12;t32;2021-05-16
