wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;36665;9.56;248;67;181;46437;17493;747290;135321;42424;90812;2085;t00;2022-01-20
dolnoœl¹skie;3203;11.05;13;7;6;3629;1529;63288;9990;3643;6134;213;t02;2022-01-20
kujawsko-pomorskie;1158;5.60;10;1;9;1963;664;18039;5392;1382;3946;64;t04;2022-01-20
lubelskie;1697;8.07;10;2;8;2522;765;34206;7366;1955;5373;38;t06;2022-01-20
lubuskie;514;5.09;9;6;3;821;345;9571;2444;586;1820;38;t08;2022-01-20
³ódzkie;1765;7.21;22;2;20;2800;785;46259;8174;2084;6005;85;t10;2022-01-20
ma³opolskie;4207;12.32;27;15;12;3859;2467;53131;12389;4808;7301;280;t12;2022-01-20
mazowieckie;6227;11.47;37;9;28;6591;2821;147861;24228;7117;16637;474;t14;2022-01-20
opolskie;699;7.13;12;3;9;1190;459;21052;2659;827;1798;34;t16;2022-01-20
podkarpackie;2403;11.30;20;1;19;2559;1013;48052;7793;2787;4986;20;t18;2022-01-20
podlaskie;585;4.97;7;1;6;1127;309;16809;2994;704;2265;25;t20;2022-01-20
pomorskie;2251;9.59;4;0;4;3321;1126;63524;8334;2635;5474;225;t22;2022-01-20
œl¹skie;5923;13.14;19;3;16;7936;2127;115385;17280;6867;10133;280;t24;2022-01-20
œwiêtokrzyskie;715;5.81;9;1;8;906;369;9862;2870;839;1986;45;t26;2022-01-20
warmiñsko-mazurskie;1138;8.01;12;6;6;1621;510;25698;5343;1362;3923;58;t28;2022-01-20
wielkopolskie;2587;7.39;23;10;13;3354;1417;44547;9372;2964;6297;111;t30;2022-01-20
zachodniopomorskie;1410;8.33;14;0;14;2173;725;29846;6186;1665;4435;86;t32;2022-01-20
