wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;14396;3.75;372;79;293;59561;13560;314744;63915;16479;46320;1116;t00;2021-03-15
dolnoœl¹skie;936;3.23;18;9;9;4521;1023;22353;4368;1204;3106;58;t02;2021-03-15
kujawsko-pomorskie;972;4.70;38;6;32;3735;798;17226;4252;1046;3112;94;t04;2021-03-15
lubelskie;628;2.99;12;4;8;2369;414;11323;3315;676;2565;74;t06;2021-03-15
lubuskie;288;2.85;8;5;3;1773;448;9027;1571;320;1229;22;t08;2021-03-15
³ódzkie;1064;4.35;14;1;13;3376;612;17236;4850;1141;3629;80;t10;2021-03-15
ma³opolskie;1044;3.06;46;24;22;4251;950;23579;4327;1127;3141;59;t12;2021-03-15
mazowieckie;2347;4.32;36;6;30;9451;2795;60218;9760;2837;6664;259;t14;2021-03-15
opolskie;168;1.71;4;0;4;1030;225;5374;1254;189;1059;6;t16;2021-03-15
podkarpackie;785;3.69;23;3;20;2983;784;18716;4116;1227;2834;55;t18;2021-03-15
podlaskie;304;2.58;3;0;3;1468;294;7644;1362;337;1018;7;t20;2021-03-15
pomorskie;1030;4.39;26;6;20;3901;1101;26291;3618;1108;2438;72;t22;2021-03-15
œl¹skie;1716;3.81;62;5;57;8227;1523;35112;6847;1868;4878;101;t24;2021-03-15
œwiêtokrzyskie;373;3.03;20;0;20;1481;244;6483;2064;452;1555;57;t26;2021-03-15
warmiñsko-mazurskie;1003;7.06;40;3;37;2802;706;15454;2894;1060;1808;26;t28;2021-03-15
wielkopolskie;954;2.73;15;6;9;5976;1162;28202;4267;1006;3169;92;t30;2021-03-15
zachodniopomorskie;458;2.70;7;1;6;2182;376;10451;2491;527;1924;40;t32;2021-03-15
