wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;10942;1332;12274;2.85;0.35;3.20;207;53;154;14868;12297;70883;77878;13212;63724;942;t00;2022-03-16
dolnoœl¹skie;875;87;962;3.02;0.30;3.32;9;4;5;1111;864;5478;5320;1044;4224;52;t02;2022-03-16
kujawsko-pomorskie;783;106;889;3.78;0.51;4.30;12;0;12;1109;1065;4730;4644;938;3644;62;t04;2022-03-16
lubelskie;786;104;890;3.74;0.49;4.23;9;1;8;1043;812;4176;5494;948;4519;27;t06;2022-03-16
lubuskie;444;51;495;4.40;0.50;4.90;15;10;5;528;526;2752;2403;531;1838;34;t08;2022-03-16
³ódzkie;637;83;720;2.60;0.34;2.94;12;1;11;882;635;3632;5296;799;4455;42;t10;2022-03-16
ma³opolskie;670;71;741;1.96;0.21;2.17;17;1;16;881;651;4282;4858;775;4030;53;t12;2022-03-16
mazowieckie;1789;194;1983;3.30;0.36;3.65;28;8;20;2229;2062;13110;12072;2151;9706;215;t14;2022-03-16
opolskie;200;24;224;2.04;0.24;2.28;5;0;5;325;203;1665;1679;252;1410;17;t16;2022-03-16
podkarpackie;167;13;180;0.79;0.06;0.85;4;1;3;280;154;1587;2942;208;2730;4;t18;2022-03-16
podlaskie;217;25;242;1.84;0.21;2.06;2;0;2;352;241;1534;1872;267;1596;9;t20;2022-03-16
pomorskie;737;118;855;3.14;0.50;3.64;18;5;13;1010;776;4648;5299;926;4229;144;t22;2022-03-16
œl¹skie;656;92;748;1.46;0.20;1.66;28;9;19;1238;818;4973;7142;803;6272;67;t24;2022-03-16
œwiêtokrzyskie;314;43;357;2.55;0.35;2.90;9;0;9;437;354;1848;2134;381;1737;16;t26;2022-03-16
warmiñsko-mazurskie;477;61;538;3.36;0.43;3.79;12;9;3;658;488;2582;3237;573;2652;12;t28;2022-03-16
wielkopolskie;1307;168;1475;3.73;0.48;4.21;15;4;11;1658;1688;8280;7253;1550;5612;91;t30;2022-03-16
zachodniopomorskie;801;91;892;4.73;0.54;5.27;12;0;12;1107;913;4919;4241;977;3179;85;t32;2022-03-16
