wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;5036;549;5585;1.31;0.14;1.46;6;0;6;462;13929;59973;40897;6119;34336;442;t00;2022-03-06
dolnoœl¹skie;364;38;402;1.26;0.13;1.39;0;0;0;30;1071;4202;2573;442;2112;19;t02;2022-03-06
kujawsko-pomorskie;554;48;602;2.68;0.23;2.91;0;0;0;38;1492;5198;2526;641;1856;29;t04;2022-03-06
lubelskie;224;21;245;1.06;0.10;1.16;0;0;0;19;882;2691;2085;296;1773;16;t06;2022-03-06
lubuskie;262;35;297;2.59;0.35;2.94;0;0;0;5;539;2632;1344;323;998;23;t08;2022-03-06
³ódzkie;244;35;279;1.00;0.14;1.14;0;0;0;32;757;2857;2485;326;2147;12;t10;2022-03-06
ma³opolskie;295;11;306;0.86;0.03;0.90;0;0;0;34;660;3555;2963;326;2617;20;t12;2022-03-06
mazowieckie;979;102;1081;1.80;0.19;1.99;0;0;0;97;2153;11966;7620;1184;6311;125;t14;2022-03-06
opolskie;73;9;82;0.74;0.09;0.84;0;0;0;40;187;1185;827;93;726;8;t16;2022-03-06
podkarpackie;47;1;48;0.22;0.00;0.23;0;0;0;12;181;1147;1521;65;1453;3;t18;2022-03-06
podlaskie;72;15;87;0.61;0.13;0.74;0;0;0;7;295;1780;1148;112;1032;4;t20;2022-03-06
pomorskie;317;32;349;1.35;0.14;1.49;0;0;0;12;757;3474;2561;375;2132;54;t22;2022-03-06
œl¹skie;258;25;283;0.57;0.06;0.63;6;0;6;33;746;3597;3809;320;3469;20;t24;2022-03-06
œwiêtokrzyskie;111;11;122;0.90;0.09;0.99;0;0;0;14;417;1655;1120;136;962;22;t26;2022-03-06
warmiñsko-mazurskie;223;32;255;1.57;0.23;1.80;0;0;0;10;742;2415;1203;270;924;9;t28;2022-03-06
wielkopolskie;574;80;654;1.64;0.23;1.87;0;0;0;22;1954;7308;3651;688;2929;34;t30;2022-03-06
zachodniopomorskie;374;53;427;2.21;0.31;2.52;0;0;0;56;1050;3851;2023;448;1546;29;t32;2022-03-06
