wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;442;142;584;0.12;0.04;0.15;6;1;5;1484;0;0;6972;642;6320;10;t00;2022-11-29
dolnoœl¹skie;43;9;52;0.15;0.03;0.18;1;0;1;104;0;0;355;54;301;0;t02;2022-11-29
kujawsko-pomorskie;18;12;30;0.09;0.06;0.14;0;0;0;104;0;0;364;31;332;1;t04;2022-11-29
lubelskie;19;7;26;0.09;0.03;0.12;1;0;1;102;0;0;550;30;520;0;t06;2022-11-29
lubuskie;10;3;13;0.10;0.03;0.13;0;0;0;38;0;0;137;13;123;1;t08;2022-11-29
³ódzkie;23;8;31;0.09;0.03;0.13;0;0;0;92;0;0;270;35;235;0;t10;2022-11-29
ma³opolskie;43;13;56;0.13;0.04;0.16;0;0;0;145;0;0;514;58;455;1;t12;2022-11-29
mazowieckie;59;18;77;0.11;0.03;0.14;2;0;2;198;0;0;1387;86;1300;1;t14;2022-11-29
opolskie;15;5;20;0.15;0.05;0.20;0;0;0;34;0;0;227;23;204;0;t16;2022-11-29
podkarpackie;24;2;26;0.11;0.01;0.12;0;0;0;38;0;0;266;30;235;1;t18;2022-11-29
podlaskie;16;6;22;0.14;0.05;0.19;0;0;0;96;0;0;305;23;282;0;t20;2022-11-29
pomorskie;24;10;34;0.10;0.04;0.14;0;0;0;73;0;0;262;40;221;1;t22;2022-11-29
œl¹skie;46;16;62;0.10;0.04;0.14;1;1;0;174;0;0;697;67;628;2;t24;2022-11-29
œwiêtokrzyskie;9;3;12;0.07;0.02;0.10;0;0;0;48;0;0;222;15;207;0;t26;2022-11-29
warmiñsko-mazurskie;15;5;20;0.11;0.04;0.14;0;0;0;53;0;0;326;23;303;0;t28;2022-11-29
wielkopolskie;41;13;54;0.12;0.04;0.15;1;0;1;102;0;0;436;58;378;0;t30;2022-11-29
zachodniopomorskie;29;10;39;0.17;0.06;0.23;0;0;0;82;0;0;289;41;246;2;t32;2022-11-29
