wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;277;38;315;0.07;0.01;0.08;13;2;11;588;19;0;9101;375;8710;16;t00;2022-05-19
dolnoœl¹skie;13;1;14;0.04;0.00;0.05;0;0;0;37;2;0;444;19;424;1;t02;2022-05-19
kujawsko-pomorskie;5;2;7;0.02;0.01;0.03;0;0;0;18;0;0;337;13;322;2;t04;2022-05-19
lubelskie;15;1;16;0.07;0.00;0.08;1;0;1;42;0;0;686;20;665;1;t06;2022-05-19
lubuskie;2;1;3;0.02;0.01;0.03;1;0;1;14;1;0;143;4;138;1;t08;2022-05-19
³ódzkie;15;2;17;0.06;0.01;0.07;1;1;0;44;1;0;551;20;530;1;t10;2022-05-19
ma³opolskie;35;3;38;0.10;0.01;0.11;2;1;1;69;1;0;939;42;896;1;t12;2022-05-19
mazowieckie;48;9;57;0.09;0.02;0.11;3;0;3;109;1;0;1556;68;1487;1;t14;2022-05-19
opolskie;5;0;5;0.05;0;0.05;0;0;0;18;0;0;186;5;180;1;t16;2022-05-19
podkarpackie;37;5;42;0.17;0.02;0.20;1;0;1;30;2;0;552;47;505;0;t18;2022-05-19
podlaskie;8;2;10;0.07;0.02;0.08;0;0;0;28;1;0;252;12;239;1;t20;2022-05-19
pomorskie;11;1;12;0.05;0.00;0.05;1;0;1;32;0;0;446;12;434;0;t22;2022-05-19
œl¹skie;28;10;38;0.06;0.02;0.08;1;0;1;54;6;0;790;42;747;1;t24;2022-05-19
œwiêtokrzyskie;10;0;10;0.08;0;0.08;2;0;2;23;0;0;312;10;301;1;t26;2022-05-19
warmiñsko-mazurskie;14;0;14;0.10;0;0.10;0;0;0;26;2;0;284;18;266;0;t28;2022-05-19
wielkopolskie;16;0;16;0.05;0;0.05;0;0;0;25;2;0;422;17;403;2;t30;2022-05-19
zachodniopomorskie;6;1;7;0.04;0.01;0.04;0;0;0;19;0;0;239;15;223;1;t32;2022-05-19
