wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;69;0.02;3;0;3;524;71;88225;32192;89;32067;36;t00;2021-07-17
dolnoœl¹skie;2;0.01;0;0;0;28;6;7787;1651;2;1648;1;t02;2021-07-17
kujawsko-pomorskie;0;0;0;0;0;10;8;2475;1157;1;1152;4;t04;2021-07-17
lubelskie;7;0.03;0;0;0;33;3;6477;1375;7;1368;0;t06;2021-07-17
lubuskie;1;0.01;0;0;0;10;4;2250;571;2;569;0;t08;2021-07-17
³ódzkie;6;0.02;1;0;1;128;6;6879;2105;8;2094;3;t10;2021-07-17
ma³opolskie;8;0.02;0;0;0;108;4;5507;3149;10;3139;0;t12;2021-07-17
mazowieckie;18;0.03;1;0;1;88;13;24216;4560;20;4534;6;t14;2021-07-17
opolskie;0;0;0;0;0;5;3;2258;660;0;659;1;t16;2021-07-17
podkarpackie;4;0.02;0;0;0;39;0;2881;1958;7;1948;3;t18;2021-07-17
podlaskie;0;0;0;0;0;4;0;1949;700;1;698;1;t20;2021-07-17
pomorskie;3;0.01;0;0;0;8;6;4616;1847;3;1840;4;t22;2021-07-17
œl¹skie;6;0.01;0;0;0;30;9;6962;3600;7;3589;4;t24;2021-07-17
œwiêtokrzyskie;5;0.04;0;0;0;5;0;1586;1117;6;1108;3;t26;2021-07-17
warmiñsko-mazurskie;0;0;0;0;0;5;1;1665;741;0;741;0;t28;2021-07-17
wielkopolskie;5;0.01;0;0;0;22;5;7529;2015;9;2002;4;t30;2021-07-17
zachodniopomorskie;0;0;1;0;1;1;2;3162;1051;2;1049;0;t32;2021-07-17
