wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;722;0.19;10;4;6;5501;434;79410;40873;835;39952;86;t00;2021-09-15
dolnoœl¹skie;64;0.22;1;1;0;368;29;6155;2524;89;2430;5;t02;2021-09-15
kujawsko-pomorskie;21;0.10;2;1;1;275;16;2492;1867;27;1827;13;t04;2021-09-15
lubelskie;120;0.57;1;0;1;486;50;5897;2259;134;2121;4;t06;2021-09-15
lubuskie;19;0.19;0;0;0;139;9;2197;1004;19;983;2;t08;2021-09-15
³ódzkie;38;0.16;1;0;1;372;36;6042;2798;41;2751;6;t10;2021-09-15
ma³opolskie;54;0.16;0;0;0;444;31;4519;3060;60;2991;9;t12;2021-09-15
mazowieckie;93;0.17;2;1;1;943;61;24557;6187;107;6063;17;t14;2021-09-15
opolskie;18;0.18;0;0;0;103;10;1628;946;20;924;2;t16;2021-09-15
podkarpackie;47;0.22;0;0;0;230;33;2271;2318;59;2255;4;t18;2021-09-15
podlaskie;31;0.26;0;0;0;182;23;1962;1120;34;1085;1;t20;2021-09-15
pomorskie;36;0.15;0;0;0;328;32;4099;2292;37;2253;2;t22;2021-09-15
œl¹skie;52;0.12;0;0;0;567;25;5314;4671;63;4599;9;t24;2021-09-15
œwiêtokrzyskie;13;0.11;0;0;0;106;16;1492;1238;15;1221;2;t26;2021-09-15
warmiñsko-mazurskie;20;0.14;1;0;1;175;21;1665;1382;22;1359;1;t28;2021-09-15
wielkopolskie;36;0.10;2;1;1;466;23;5841;2387;40;2342;5;t30;2021-09-15
zachodniopomorskie;50;0.30;0;0;0;312;19;3249;2081;57;2020;4;t32;2021-09-15
