wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;7145;1.86;9;2;7;610;5456;283057;37777;7683;29796;298;t00;2021-10-30
dolnoœl¹skie;363;1.25;0;0;0;18;258;14426;2056;391;1649;16;t02;2021-10-30
kujawsko-pomorskie;208;1.01;0;0;0;43;176;11030;1404;227;1164;13;t04;2021-10-30
lubelskie;1052;5.00;1;0;1;112;1163;36149;3316;1111;2173;32;t06;2021-10-30
lubuskie;102;1.01;0;0;0;2;78;5411;710;113;589;8;t08;2021-10-30
³ódzkie;412;1.68;1;0;1;27;293;17226;2386;444;1929;13;t10;2021-10-30
ma³opolskie;369;1.08;0;0;0;31;239;11877;2608;401;2198;9;t12;2021-10-30
mazowieckie;1768;3.26;6;2;4;137;1012;66207;7604;1904;5636;64;t14;2021-10-30
opolskie;147;1.50;0;0;0;10;81;4380;684;153;523;8;t16;2021-10-30
podkarpackie;363;1.71;0;0;0;43;286;11269;2364;402;1962;0;t18;2021-10-30
podlaskie;572;4.86;1;0;1;16;554;22210;1732;616;1089;27;t20;2021-10-30
pomorskie;255;1.09;0;0;0;13;252;15864;1973;268;1689;16;t22;2021-10-30
œl¹skie;387;0.86;0;0;0;23;286;15008;2882;411;2453;18;t24;2021-10-30
œwiêtokrzyskie;110;0.89;0;0;0;2;86;3341;1040;128;903;9;t26;2021-10-30
warmiñsko-mazurskie;173;1.22;0;0;0;20;166;15206;918;188;722;8;t28;2021-10-30
wielkopolskie;362;1.03;0;0;0;52;228;17228;2403;380;1996;27;t30;2021-10-30
zachodniopomorskie;394;2.33;0;0;0;61;274;16192;1864;426;1415;23;t32;2021-10-30
